,result,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,herald,heraldtime,ft,fttime,dmgtochampsperminute,wpm,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,earnedgpm,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
2243,0.0,1.0,0.0,0.0,4.565716667,0.142045455,0.3693181820000001,0.511363636,-9999.0,-9999.0,1.0,13.44225,0.0,14.5181,1824.431818,3.948863636000001,1.392045455,1.0511363636363635,1.1931818181818181,0.451612903,0.276315789,986.6079545,5.3125,3.7784090909090904,0.45454545454545453,34.11931818,16514.0,15107.0,1407.0,24517.0,25753.0,-1236.0,19488.0,18137.0,1351.0,363.0,322.0,41.0,559.0,542.0,17.0,0,1
2254,0.0,0.0,0.0,1.0,7.65835,0.030643514,0.275791624,0.306435138,0.0,10.47011667,1.0,11.10058333,0.0,12.86843333,1735.740552,4.412665986,1.930541369,0.9499489275740499,1.164453524123029,0.482142857,0.209302326,954.2206333,4.50459652752856,3.09499489306384,0.36772216551253545,36.31256384,15394.0,16155.0,-761.0,23911.0,25537.0,-1626.0,18667.0,19780.0,-1113.0,347.0,366.0,-19.0,557.0,592.0,-35.0,1,0
2255,1.0,1.0,1.0,0.0,7.65835,0.275791624,0.030643514,0.306435138,1.0,10.47011667,0.0,11.10058333,1.0,12.86843333,1924.933606,5.331971399,1.807967314,1.5321756896355645,1.7773237999772549,0.666666667,0.289473684,1184.6292130000004,4.811031665455673,3.2482124620273964,0.45965270689066934,31.65474974,16155.0,15394.0,761.0,25537.0,23911.0,1626.0,19780.0,18667.0,1113.0,366.0,347.0,19.0,592.0,557.0,35.0,0,1
2266,1.0,0.0,0.0,1.0,9.248016667,0.5253940460000001,0.140105079,0.665499124,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.06743333,1739.15937,4.308231173,1.2959719790000002,1.6462346760070052,1.8914185639229422,0.5121951220000001,0.222222222,1346.248687,4.728546409807356,3.9229422066549913,0.03502626970227671,32.99474606,15513.0,16813.0,-1300.0,25808.0,26041.0,-233.0,19087.0,19626.0,-539.0,354.0,374.0,-20.0,484.0,546.0,-62.0,1,0
2267,0.0,1.0,1.0,0.0,9.248016667,0.140105079,0.5253940460000001,0.665499124,-9999.0,-9999.0,-9999.0,-9999.0,1.0,14.06743333,1362.802102,3.922942207,1.4360770580000002,1.3309982486865148,1.5061295971978983,0.472727273,0.220588235,1004.287215,5.9894921190893164,3.957968476357268,0.14010507880910683,34.60595447,16813.0,15513.0,1300.0,26041.0,25808.0,233.0,19626.0,19087.0,539.0,374.0,354.0,20.0,546.0,484.0,62.0,0,1
2278,1.0,0.0,0.0,1.0,5.596816667000001,0.453629032,0.151209677,0.60483871,0.0,14.49888333,1.0,14.82406667,1.0,12.1287,1799.183468,4.627016128999999,1.814516129,1.0584677418287836,1.3306451611561851,0.487179487,0.225,1438.8266130000004,6.381048386453524,3.8407258060644436,0.7560483870205598,38.04435484,16589.0,15337.0,1252.0,25760.0,24398.0,1362.0,18725.0,18109.0,616.0,356.0,325.0,31.0,557.0,533.0,24.0,1,0
2279,0.0,1.0,1.0,0.0,5.596816667000001,0.151209677,0.453629032,0.60483871,1.0,14.49888333,0.0,14.82406667,0.0,12.1287,1295.413306,4.627016128999999,1.844758065,1.1189516127904284,1.2096774192328956,0.447368421,0.289156627,965.9032258,5.262096773663096,3.991935483468555,0.24193548384657912,35.56451613,15337.0,16589.0,-1252.0,24398.0,25760.0,-1362.0,18109.0,18725.0,-616.0,325.0,356.0,-31.0,533.0,557.0,-24.0,0,1
2290,1.0,0.0,0.0,1.0,2.484866667,0.323846909,0.029440628,0.35328753700000004,0.0,14.50516667,-9999.0,-9999.0,-9999.0,-9999.0,2100.176644,4.887144258999999,1.766437684,1.1776251225537169,1.2953876348090885,0.432432432,0.307692308,1263.338567,5.9764474969601125,4.416094209576438,0.382728164829958,37.00686948,15938.0,15978.0,-40.0,24918.0,24112.0,806.0,19015.0,18948.0,67.0,356.0,360.0,-4.0,549.0,584.0,-35.0,1,0
2291,0.0,1.0,1.0,0.0,2.484866667,0.029440628,0.323846909,0.35328753700000004,1.0,14.50516667,-9999.0,-9999.0,-9999.0,-9999.0,1275.191364,4.298331698,1.736997056,1.0009813541706594,1.1776251225537169,0.62,0.197674419,1077.921492,6.35917566179007,4.298331697321066,0.23552502451074336,38.42001963,15978.0,15938.0,40.0,24112.0,24918.0,-806.0,18948.0,19015.0,-67.0,360.0,356.0,4.0,584.0,549.0,35.0,0,1
2302,1.0,1.0,1.0,0.0,13.80033333,0.233853007,0.033407572,0.267260579,1.0,7.8068,-9999.0,-9999.0,1.0,14.33405,1422.561247,4.0423162580000005,1.369710468,0.9688195992170178,1.0022271716038116,0.5,0.265625,1513.32294,7.650334076575761,4.342984410283183,1.0356347439906053,42.06013363,15981.0,14878.0,1103.0,26529.0,22919.0,3610.0,19302.0,18360.0,942.0,373.0,333.0,40.0,589.0,532.0,57.0,1,0
2303,0.0,0.0,0.0,1.0,13.80033333,0.033407572,0.233853007,0.267260579,0.0,7.8068,-9999.0,-9999.0,0.0,14.33405,619.3095768,4.008908686,1.703786192,1.1024498887641927,1.16926503353778,0.485714286,0.333333333,942.454343,4.276169265509596,3.407572383452959,0.0,37.81737194,14878.0,15981.0,-1103.0,22919.0,26529.0,-3610.0,18360.0,19302.0,-942.0,333.0,373.0,-40.0,532.0,589.0,-57.0,0,1
2314,1.0,0.0,0.0,1.0,9.957133333,0.303336704,0.212335693,0.515672396,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1960.980789,4.519716886,2.153690597,1.2133468148419264,1.334681496326119,0.5106382979999999,0.260869565,1327.868554,6.370070777920113,4.216380181575694,0.8796764407603966,39.61577351,15324.0,15341.0,-17.0,23785.0,23837.0,-52.0,18733.0,18611.0,122.0,362.0,324.0,38.0,600.0,562.0,38.0,1,0
2315,0.0,1.0,1.0,0.0,9.957133333,0.212335693,0.303336704,0.515672396,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1822.264914,5.399393327,1.941354904,1.304347825955071,1.334681496326119,0.409090909,0.345679012,1086.655207,5.247724974191332,4.095045500091501,0.0,37.12841254,15341.0,15324.0,17.0,23837.0,23785.0,52.0,18611.0,18733.0,-122.0,324.0,362.0,-38.0,562.0,600.0,-38.0,0,1
2326,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.029397354,0.264576188,0.293973542,0.0,13.78383333,-9999.0,-9999.0,-9999.0,-9999.0,1473.160216,4.321411073,2.469377756,0.8819206270571367,0.9701126897628504,0.558139535,0.2,943.7961783,4.056834884462829,3.527682508228547,0.0,37.39343459,14956.0,15320.0,-364.0,22628.0,23468.0,-840.0,18192.0,18348.0,-156.0,333.0,359.0,-26.0,533.0,564.0,-31.0,1,0
2327,1.0,-9999.0,-9999.0,-9999.0,-9999.0,0.264576188,0.029397354,0.293973542,1.0,13.78383333,-9999.0,-9999.0,-9999.0,-9999.0,2007.868692,5.879470848,1.969622734,0.9701126897628504,1.058304752468564,0.7209302329999999,0.276315789,1356.035277,6.114649680929481,3.909848113286639,0.5585497304695198,39.30426262,15320.0,14956.0,364.0,23468.0,22628.0,840.0,18348.0,18192.0,156.0,359.0,333.0,26.0,564.0,533.0,31.0,0,1
2338,0.0,0.0,0.0,1.0,2.0279,0.20431328,0.340522134,0.544835414,0.0,6.090233333,0.0,13.4036,0.0,9.789066667,1608.728717,3.8138479,1.940976163,0.6810442678001085,0.8513053347501356,0.411764706,0.232876712,956.0022701,3.6435868327305805,3.0987514184904934,0.1362088535600217,35.00567537,14114.0,17778.0,-3664.0,21905.0,27771.0,-5866.0,17096.0,18928.0,-1832.0,299.0,353.0,-54.0,512.0,600.0,-88.0,1,0
2339,1.0,1.0,1.0,0.0,2.0279,0.340522134,0.20431328,0.544835414,1.0,6.090233333,1.0,13.4036,1.0,9.789066667,2439.670829,5.209988649,1.464245176,0.9875141883101572,1.0896708284801735,0.625,0.238095238,1535.468785,8.002270146651275,3.881952326460618,1.7026106695002712,40.07945516,17778.0,14114.0,3664.0,27771.0,21905.0,5866.0,18928.0,17096.0,1832.0,353.0,299.0,54.0,600.0,512.0,88.0,0,1
2350,1.0,1.0,1.0,0.0,4.608566667,0.5604566679999999,0.249091853,0.809548521,1.0,9.222533333,1.0,12.01946667,1.0,11.16605,2188.271925,4.1100155680000015,1.463414634,0.8718214840818037,0.9963674103792042,0.575757576,0.22972973,1411.80903,6.538661130613527,3.4561494547528646,0.9652309288048541,34.56149455,16169.0,15628.0,541.0,25307.0,23963.0,1344.0,18678.0,18561.0,117.0,331.0,330.0,1.0,552.0,539.0,13.0,1,0
2351,0.0,0.0,0.0,1.0,4.608566667,0.249091853,0.5604566679999999,0.809548521,0.0,9.222533333,0.0,12.01946667,0.0,11.16605,1717.052413,4.234561495,1.494551116,0.9340944472305039,0.9652309288048541,0.487179487,0.253521127,1028.26985,3.9854696415168167,3.2070576021580637,0.18681888944610078,34.90399585,15628.0,16169.0,-541.0,23963.0,25307.0,-1344.0,18561.0,18678.0,-117.0,330.0,331.0,-1.0,539.0,552.0,-13.0,0,1
2362,0.0,0.0,0.0,1.0,4.367883333,0.221285564,0.410958904,0.632244468,0.0,11.4684,-9999.0,-9999.0,0.0,10.9487,1661.981033,4.077976818,2.370916754,1.2012644890623039,1.2644889358550568,0.540540541,0.238095238,1005.565859,4.6786090626637105,3.7934668075651703,0.0,36.13277134,16366.0,16482.0,-116.0,25591.0,25415.0,176.0,19128.0,18005.0,1123.0,359.0,318.0,41.0,573.0,527.0,46.0,1,0
2363,1.0,1.0,1.0,0.0,4.367883333,0.410958904,0.221285564,0.632244468,1.0,11.4684,-9999.0,-9999.0,1.0,10.9487,2154.246575,5.9747102210000005,1.454162276,0.9483667018912926,1.0748155954767984,0.5476190479999999,0.26436781600000003,1407.135933,6.575342466446296,3.9515279245470527,0.6006322445311519,36.70179136,16482.0,16366.0,116.0,25415.0,25591.0,-176.0,18005.0,19128.0,-1123.0,318.0,359.0,-41.0,527.0,573.0,-46.0,0,1
2374,1.0,0.0,0.0,1.0,2.847033333,0.264171712,0.099064392,0.363236103,-9999.0,-9999.0,-9999.0,-9999.0,1.0,14.63985,1918.547056,3.533296643,2.377545405,0.7925151349248778,0.825536598880081,0.578947368,0.347222222,1268.1100720000004,5.382498624698129,3.9295542106691856,0.3962575674624389,37.11612548,15607.0,15609.0,-2.0,24124.0,24697.0,-573.0,19108.0,18603.0,505.0,332.0,333.0,-1.0,514.0,516.0,-2.0,1,0
2375,0.0,1.0,1.0,0.0,2.847033333,0.099064392,0.264171712,0.363236103,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.63985,1147.760044,5.1513483760000005,1.552008806,1.0566868465665038,1.2878370942529265,0.71875,0.32,973.8888277,4.5899834897732505,3.7974683548483728,0.13208585582081298,36.52173913,15609.0,15607.0,2.0,24697.0,24124.0,573.0,18603.0,19108.0,-505.0,333.0,332.0,1.0,516.0,514.0,2.0,0,1
2386,0.0,1.0,1.0,0.0,6.088083332999999,0.081337551,0.216900136,0.298237686,0.0,5.713833332999999,-9999.0,-9999.0,0.0,12.78926667,901.9792137,3.931314957,2.060551288,1.1387257118064822,1.3014008134931225,0.509803922,0.330097087,1066.319024,6.642566652204479,5.178490737024717,0.13556258473886693,39.58427474,16112.0,16112.0,0.0,23907.0,26947.0,-3040.0,19384.0,19278.0,106.0,357.0,371.0,-14.0,550.0,562.0,-12.0,1,0
2387,1.0,0.0,0.0,1.0,6.088083332999999,0.216900136,0.081337551,0.298237686,1.0,5.713833332999999,-9999.0,-9999.0,1.0,12.78926667,1169.823769,5.042928152,1.680976051,1.2471757795975758,1.2742882965453493,0.613636364,0.346534653,1367.810212,6.046091279353465,3.9855399913226877,0.2169001355821871,39.01491188,16112.0,16112.0,0.0,26947.0,23907.0,3040.0,19278.0,19384.0,-106.0,371.0,357.0,14.0,562.0,550.0,12.0,0,1
2398,0.0,1.0,1.0,0.0,9.9705,0.278063852,0.494335736,0.772399588,1.0,8.666316667,1.0,13.2611,1.0,14.96213333,2119.742533,3.491246138,1.544799176,0.7106076209360858,0.8959835220498472,0.575757576,0.263157895,1141.223481,6.982492275285016,4.356333676173395,0.33985581870856274,37.90937178,16063.0,15404.0,659.0,25232.0,24189.0,1043.0,19391.0,19513.0,-122.0,366.0,349.0,17.0,589.0,559.0,30.0,1,0
2399,1.0,0.0,0.0,1.0,9.9705,0.494335736,0.278063852,0.772399588,0.0,8.666316667,0.0,13.2611,0.0,14.96213333,2263.934089,4.0473738410000015,0.834191555,0.6797116374171255,0.7415036044550459,0.464285714,0.164705882,1451.542739,5.777548918045566,4.047373840983792,0.5870236868602448,35.40679712,15404.0,16063.0,-659.0,24189.0,25232.0,-1043.0,19513.0,19391.0,122.0,349.0,366.0,-17.0,559.0,589.0,-30.0,0,1
2410,0.0,1.0,1.0,0.0,5.123733333000001,0.274756726,0.515168861,0.789925587,0.0,12.00491667,-9999.0,-9999.0,0.0,9.49415,1858.488838,4.327418432,1.854607899,1.03033772169086,1.133371493859946,0.45,0.269230769,975.3039496,4.5678305661628125,3.949627933148297,0.0,33.89811105,15262.0,17497.0,-2235.0,23211.0,26247.0,-3036.0,18538.0,18485.0,53.0,328.0,334.0,-6.0,544.0,554.0,-10.0,1,0
2411,1.0,0.0,0.0,1.0,5.123733333000001,0.515168861,0.274756726,0.789925587,1.0,12.00491667,-9999.0,-9999.0,1.0,9.49415,2573.817974,4.945621065,1.785918718,1.0990269031369173,1.236405266029032,0.647058824,0.242424242,1500.810532,5.872925013637902,3.4688036630258954,0.721236405183602,35.30623927,17497.0,15262.0,2235.0,26247.0,23211.0,3036.0,18485.0,18538.0,-53.0,334.0,328.0,6.0,554.0,544.0,10.0,0,1
2422,0.0,0.0,0.0,1.0,14.02733333,0.0,0.287693127,0.287693127,1.0,10.80326667,0.0,14.79606667,-9999.0,-9999.0,1010.761854,3.708044752,1.726158764,0.7032498668836707,0.7352157699238375,0.444444444,0.25,928.8204582,5.8817261593907,4.1555673952216905,0.09589770912050055,39.12626532,15070.0,15642.0,-572.0,23166.0,24346.0,-1180.0,18895.0,18903.0,-8.0,337.0,350.0,-13.0,553.0,564.0,-11.0,1,0
2423,1.0,1.0,1.0,0.0,14.02733333,0.287693127,0.0,0.287693127,0.0,10.80326667,1.0,14.79606667,-9999.0,-9999.0,2022.546617,4.347362813,1.534363346,0.7032498668836707,0.7671816729640044,0.696969697,0.246376812,1418.122536,6.041555674591534,3.9318060739405225,0.7991475760041713,39.9893447,15642.0,15070.0,572.0,24346.0,23166.0,1180.0,18903.0,18895.0,8.0,350.0,337.0,13.0,564.0,553.0,11.0,0,1
2434,1.0,1.0,1.0,0.0,9.494566667,0.610605249,0.160685592,0.7712908409999999,1.0,7.766166667,1.0,11.68746667,1.0,12.55753333,2105.656133,4.659882164,1.735404392,0.9641135510483007,0.9962506694165773,0.588235294,0.243902439,1389.274772,5.816818424658081,3.888591322561479,0.38564542041932026,34.70808784,16101.0,15925.0,176.0,26178.0,25157.0,1021.0,19869.0,19586.0,283.0,361.0,353.0,8.0,553.0,569.0,-16.0,1,0
2435,0.0,0.0,0.0,1.0,9.494566667,0.160685592,0.610605249,0.7712908409999999,0.0,7.766166667,0.0,11.68746667,0.0,12.55753333,1155.040171,4.627745046,1.76754151,0.8677021959434705,0.8998393143117472,0.583333333,0.270588235,965.4504553,5.945366898131187,4.56347080829529,0.12854847347310674,34.19389395,15925.0,16101.0,-176.0,25157.0,26178.0,-1021.0,19586.0,19869.0,-283.0,353.0,361.0,-8.0,569.0,553.0,16.0,0,1
2446,1.0,0.0,0.0,1.0,4.337383333,0.349726776,0.174863388,0.524590164,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2479.519126,4.087431694,2.360655738,1.1366120218579234,1.1366120218579234,0.693548387,0.344827586,1353.508197,6.950819672131147,4.043715846994536,0.6338797814207651,36.26229508,15510.0,16662.0,-1152.0,24407.0,25180.0,-773.0,19003.0,19095.0,-92.0,345.0,351.0,-6.0,568.0,555.0,13.0,1,0
2447,0.0,1.0,1.0,0.0,4.337383333,0.174863388,0.349726776,0.524590164,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,2432.7431690000008,4.743169399,1.136612022,0.8743169398907104,0.8961748633879781,0.413793103,0.217054264,1083.322404,4.306010928961749,3.650273224043716,0.17486338797814208,32.0,16662.0,15510.0,1152.0,25180.0,24407.0,773.0,19095.0,19003.0,92.0,351.0,345.0,6.0,555.0,568.0,-13.0,0,1
2458,0.0,0.0,0.0,1.0,8.220933333,0.084151473,0.336605891,0.420757363,0.0,14.21193333,1.0,14.64113333,0.0,13.88991667,1449.957924,4.964936886,1.486676017,0.8695652173913044,1.0098176718092566,0.530612245,0.287234043,906.9340813,4.9929873772791025,4.011220196353436,0.16830294530154277,35.45582048,14824.0,15827.0,-1003.0,22872.0,26442.0,-3570.0,18221.0,18838.0,-617.0,328.0,340.0,-12.0,522.0,564.0,-42.0,1,0
2459,1.0,1.0,1.0,0.0,8.220933333,0.336605891,0.084151473,0.420757363,1.0,14.21193333,0.0,14.64113333,1.0,13.88991667,2152.706872,4.011220196,2.272089762,0.8976157082748949,1.0659186535764376,0.571428571,0.33653846200000004,1452.54418,6.676016830294531,4.095371669004208,0.6732117812061711,41.87938289,15827.0,14824.0,1003.0,26442.0,22872.0,3570.0,18838.0,18221.0,617.0,340.0,328.0,12.0,564.0,522.0,42.0,0,1
2470,0.0,1.0,1.0,0.0,9.157966667,0.207305035,0.473840079,0.6811451140000001,0.0,10.13545,-9999.0,-9999.0,1.0,12.4483,1645.4689039999996,4.471865745,1.688055281,0.7699901282556773,0.8884501479873198,0.513513514,0.297619048,1070.25074,4.323790720204957,3.7907206314125648,0.0,35.03455084,16088.0,15008.0,1080.0,25282.0,25165.0,117.0,18860.0,18418.0,442.0,332.0,326.0,6.0,513.0,536.0,-23.0,1,0
2471,1.0,0.0,0.0,1.0,9.157966667,0.473840079,0.207305035,0.6811451140000001,1.0,10.13545,-9999.0,-9999.0,0.0,12.4483,2126.446199,4.294175716,2.013820336,0.9476801578531412,1.1253701874506052,0.666666667,0.27777777800000003,1390.951629,6.041461006313775,3.849950641278386,0.2961500493291066,35.00493583,15008.0,16088.0,-1080.0,25165.0,25282.0,-117.0,18418.0,18860.0,-442.0,326.0,332.0,-6.0,536.0,513.0,23.0,0,1
2482,0.0,0.0,0.0,1.0,3.361016667,0.207792208,0.467532468,0.675324675,0.0,11.74278333,-9999.0,-9999.0,0.0,10.57151667,2115.168831,4.805194805,1.5584415580000002,0.987012987012987,1.0389610389610389,0.529411765,0.23943662,1174.519481,6.0519480519480515,4.51948051948052,0.2077922077922078,35.84415584,16026.0,16085.0,-59.0,22906.0,26145.0,-3239.0,19318.0,19037.0,281.0,383.0,339.0,44.0,545.0,509.0,36.0,1,0
2483,1.0,1.0,1.0,0.0,3.361016667,0.467532468,0.207792208,0.675324675,1.0,11.74278333,-9999.0,-9999.0,1.0,10.57151667,2167.844156,3.714285714,1.636363636,1.0649350649350648,1.0909090909090908,0.518518519,0.234693878,1247.896104,5.428571428571429,4.259740259740259,0.3116883116883117,33.22077922,16085.0,16026.0,59.0,26145.0,22906.0,3239.0,19037.0,19318.0,-281.0,339.0,383.0,-44.0,509.0,545.0,-36.0,0,1
2494,1.0,0.0,0.0,1.0,6.427783333,0.430879713,0.287253142,0.718132855,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.47466667,3413.267504,4.362657092,2.010771993,0.7360861759425493,0.7719928186714542,0.68115942,0.274074074,1394.140036,5.870736086175942,4.1113105924596045,0.4847396768402154,37.28904847,15737.0,17242.0,-1505.0,24583.0,28332.0,-3749.0,19353.0,20030.0,-677.0,360.0,362.0,-2.0,526.0,554.0,-28.0,1,0
2495,0.0,1.0,1.0,0.0,6.427783333,0.287253142,0.430879713,0.718132855,-9999.0,-9999.0,-9999.0,-9999.0,1.0,13.47466667,3242.980251,4.434470377,1.400359066,0.7540394973070017,0.8438061041292638,0.545454545,0.215568862,1248.305206,5.403949730700179,3.4470377019748653,0.4847396768402154,31.70556553,17242.0,15737.0,1505.0,28332.0,24583.0,3749.0,20030.0,19353.0,677.0,362.0,360.0,2.0,554.0,526.0,28.0,0,1
2506,1.0,1.0,1.0,0.0,6.5922,0.393442623,0.172131148,0.56557377,-9999.0,-9999.0,-9999.0,-9999.0,1.0,12.00375,2366.704918,5.139344262,2.18852459,0.8852459015667832,0.9344262294316045,0.7580645159999999,0.237113402,1456.47541,7.721311474776942,4.131147540644988,1.6475409834715131,38.09016393,16686.0,15693.0,993.0,26267.0,24097.0,2170.0,19999.0,18782.0,1217.0,364.0,336.0,28.0,568.0,520.0,48.0,1,0
2507,0.0,0.0,0.0,1.0,6.5922,0.172131148,0.393442623,0.56557377,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.00375,1973.631148,4.721311475,2.114754098,1.1311475408908895,1.2295081966205321,0.69047619,0.22,997.3770492,3.786885245591239,3.172131147280973,0.0,36.51639344,15693.0,16686.0,-993.0,24097.0,26267.0,-2170.0,18782.0,19999.0,-1217.0,336.0,364.0,-28.0,520.0,568.0,-48.0,0,1
2518,1.0,1.0,1.0,0.0,14.47011667,0.417754569,0.182767624,0.600522193,0.0,9.673416667,-9999.0,-9999.0,0.0,14.87105,2408.903394,4.725848564,1.514360313,0.7571801566579635,0.9399477806788512,0.653846154,0.193277311,1366.120104,6.579634464751959,3.942558746736293,0.6005221932114883,34.85639687,15465.0,15597.0,-132.0,24156.0,24710.0,-554.0,18539.0,19662.0,-1123.0,346.0,366.0,-20.0,551.0,579.0,-28.0,1,0
2519,0.0,0.0,0.0,1.0,14.47011667,0.182767624,0.417754569,0.600522193,1.0,9.673416667,-9999.0,-9999.0,1.0,14.87105,1521.357702,4.595300261,1.775456919,0.6005221932114883,0.6266318537859008,0.6521739129999999,0.149425287,1011.603133,5.509138381201045,4.281984334203655,0.26109660574412535,34.59530026,15597.0,15465.0,132.0,24710.0,24156.0,554.0,19662.0,18539.0,1123.0,366.0,346.0,20.0,579.0,551.0,28.0,0,1
2530,0.0,0.0,0.0,1.0,5.8832,0.140900196,0.328767123,0.469667319,0.0,14.40591667,1.0,14.84116667,1.0,13.5689,2341.291585,4.8610567510000005,1.385518591,1.056751467793092,1.1506849315969225,0.7142857140000001,0.226415094,1167.663405,4.414872798780029,2.9119373779187425,0.5166340509210672,35.57729941,15551.0,15783.0,-232.0,24565.0,23836.0,729.0,18241.0,18481.0,-240.0,350.0,327.0,23.0,542.0,532.0,10.0,1,0
2531,1.0,1.0,1.0,0.0,5.8832,0.328767123,0.140900196,0.469667319,1.0,14.40591667,0.0,14.84116667,0.0,13.5689,2833.291585,3.639921722,2.230919765,0.7984344423325584,0.7984344423325584,0.677419355,0.25,1370.277886,6.082191781298018,3.898238747858962,0.821917808283516,37.64383562,15783.0,15551.0,232.0,23836.0,24565.0,-729.0,18481.0,18241.0,240.0,327.0,350.0,-23.0,532.0,542.0,-10.0,0,1
2542,1.0,1.0,1.0,0.0,5.596483332999999,0.434520217,0.072420036,0.506940253,-9999.0,-9999.0,0.0,14.5473,1.0,14.76156667,1715.2685579999998,3.983101992,1.91913096,1.086300543019155,1.2673506335223474,0.605263158,0.4,1528.08449,6.04707302280663,3.5847917919632115,1.086300543019155,39.90343995,16663.0,15648.0,1015.0,27104.0,25162.0,1942.0,18789.0,18609.0,180.0,336.0,358.0,-22.0,541.0,555.0,-14.0,1,0
2543,0.0,0.0,0.0,1.0,5.596483332999999,0.072420036,0.434520217,0.506940253,-9999.0,-9999.0,1.0,14.5473,0.0,14.76156667,945.5522028,4.01931201,1.557030779,1.1949305973210704,1.44840072402554,0.615384615,0.267605634,1043.956548,5.214242606491944,3.1502715747555494,0.579360289610216,39.50512975,15648.0,16663.0,-1015.0,25162.0,27104.0,-1942.0,18609.0,18789.0,-180.0,358.0,336.0,22.0,555.0,541.0,14.0,0,1
2554,1.0,0.0,0.0,1.0,6.180883333,0.274494853,0.114372856,0.388867709,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1855.813953,5.7872664889999985,2.767823103,1.4868471215030996,1.5554708348032427,0.61971831,0.385185185,1448.335494,5.604269919511683,3.431185665007153,0.38886770870081067,39.73313,16201.0,15519.0,682.0,25284.0,24179.0,1105.0,18036.0,19301.0,-1265.0,333.0,319.0,14.0,564.0,522.0,42.0,1,0
2555,0.0,1.0,0.0,0.0,6.180883333,0.114372856,0.274494853,0.388867709,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1508.6237130000004,5.695768204,2.5619519630000003,1.2123522683025274,1.3724742660028613,0.492753623,0.323529412,1170.68395,5.901639343812303,4.277544795708917,0.6633625619013829,40.39649257,15519.0,16201.0,-682.0,24179.0,25284.0,-1105.0,19301.0,18036.0,1265.0,319.0,333.0,-14.0,522.0,564.0,-42.0,0,1
2566,0.0,0.0,0.0,1.0,3.0487,0.3630496170000001,0.193626462,0.5566760789999999,1.0,12.90458333,-9999.0,-9999.0,-9999.0,-9999.0,1949.068173,5.3973376360000005,2.347720855,1.2343686969556784,1.331181928089457,0.630769231,0.274193548,1452.566357,8.204921338587743,4.840661556688935,1.4279951592232356,44.41306979,15783.0,15824.0,-41.0,25446.0,25056.0,390.0,19380.0,18194.0,1186.0,377.0,338.0,39.0,598.0,557.0,41.0,1,0
2567,1.0,1.0,1.0,0.0,3.0487,0.193626462,0.3630496170000001,0.5566760789999999,0.0,12.90458333,-9999.0,-9999.0,-9999.0,-9999.0,1732.496975,5.3973376360000005,2.250907624,1.3795885436563464,1.4279951592232356,0.568965517,0.25203252,1347.402985,4.768051633338601,3.7273093986504797,0.07260992335033402,38.67688584,15824.0,15783.0,41.0,25056.0,25446.0,-390.0,18194.0,19380.0,-1186.0,338.0,377.0,-39.0,557.0,598.0,-41.0,0,1
2578,0.0,1.0,1.0,0.0,10.71625,0.225442834,0.38647343,0.611916264,1.0,11.19318333,-9999.0,-9999.0,-9999.0,-9999.0,1795.233494,4.283413849,2.31884058,1.1272141706924315,1.5136876006441224,0.526315789,0.29213483100000004,1072.251208,4.766505636070853,3.7359098228663443,0.0,38.00322061,15593.0,15760.0,-167.0,24680.0,24444.0,236.0,18812.0,19308.0,-496.0,356.0,366.0,-10.0,591.0,583.0,8.0,1,0
2579,1.0,0.0,0.0,1.0,10.71625,0.38647343,0.225442834,0.611916264,0.0,11.19318333,-9999.0,-9999.0,-9999.0,-9999.0,1940.161031,5.668276972999999,1.93236715,0.998389694041868,1.1272141706924315,0.56097561,0.323943662,1484.360709,6.8921095008051525,4.090177133655394,1.1272141706924315,40.38647343,15760.0,15593.0,167.0,24444.0,24680.0,-236.0,19308.0,18812.0,496.0,366.0,356.0,10.0,583.0,591.0,-8.0,0,1
2590,1.0,1.0,1.0,0.0,4.1313833330000005,0.924369748,0.12605042,1.050420168,1.0,12.93691667,-9999.0,-9999.0,1.0,10.86923333,2325.798319,4.243697479,1.932773109,0.9663865546218487,1.134453781512605,0.666666667,0.25,1568.588235,6.554621848739496,3.907563025210084,1.134453781512605,39.66386555,16885.0,15418.0,1467.0,27279.0,23045.0,4234.0,19713.0,19080.0,633.0,356.0,352.0,4.0,569.0,542.0,27.0,1,0
