,result,fb,fbassist,fbvictim,fbtime,fd,fdtime,herald,heraldtime,ft,fttime,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
10174,1.0,0.0,0.0,1.0,4.651666667,0.0,7.7233,-9999.0,-9999.0,-9999.0,-9999.0,15021.0,16958.0,-1937.0,23383.0,24518.0,-1135.0,18305.0,20075.0,-1770.0,327.0,343.0,-16.0,527.0,544.0,-17.0,1,0
10175,0.0,1.0,1.0,0.0,4.651666667,1.0,7.7233,-9999.0,-9999.0,-9999.0,-9999.0,16958.0,15021.0,1937.0,24518.0,23383.0,1135.0,20075.0,18305.0,1770.0,343.0,327.0,16.0,544.0,527.0,17.0,0,1
10186,0.0,0.0,0.0,1.0,6.927583332999999,0.0,10.89808333,0.0,12.40616667,1.0,11.8989,14652.0,16749.0,-2097.0,22532.0,25391.0,-2859.0,19206.0,20093.0,-887.0,321.0,392.0,-71.0,493.0,586.0,-93.0,1,0
10187,1.0,1.0,1.0,0.0,6.927583332999999,1.0,10.89808333,1.0,12.40616667,0.0,11.8989,16749.0,14652.0,2097.0,25391.0,22532.0,2859.0,20093.0,19206.0,887.0,392.0,321.0,71.0,586.0,493.0,93.0,0,1
10198,0.0,1.0,1.0,0.0,3.09355,0.0,12.2061,1.0,14.48818333,1.0,11.93778333,15611.0,15391.0,220.0,25116.0,23370.0,1746.0,18834.0,18385.0,449.0,354.0,285.0,69.0,570.0,475.0,95.0,1,0
10199,1.0,0.0,0.0,1.0,3.09355,1.0,12.2061,0.0,14.48818333,0.0,11.93778333,15391.0,15611.0,-220.0,23370.0,25116.0,-1746.0,18385.0,18834.0,-449.0,285.0,354.0,-69.0,475.0,570.0,-95.0,0,1
10210,1.0,0.0,0.0,1.0,3.18835,0.0,8.121066667000001,0.0,11.33216667,0.0,10.61708333,15336.0,16206.0,-870.0,23733.0,25872.0,-2139.0,17931.0,18877.0,-946.0,309.0,313.0,-4.0,499.0,506.0,-7.0,1,0
10211,0.0,1.0,0.0,0.0,3.18835,1.0,8.121066667000001,1.0,11.33216667,1.0,10.61708333,16206.0,15336.0,870.0,25872.0,23733.0,2139.0,18877.0,17931.0,946.0,313.0,309.0,4.0,506.0,499.0,7.0,0,1
10222,0.0,0.0,0.0,1.0,4.570833333,0.0,11.44063333,-9999.0,-9999.0,0.0,12.88085,14583.0,15213.0,-630.0,22153.0,23810.0,-1657.0,17621.0,18537.0,-916.0,304.0,306.0,-2.0,500.0,510.0,-10.0,1,0
10223,1.0,1.0,1.0,0.0,4.570833333,1.0,11.44063333,-9999.0,-9999.0,1.0,12.88085,15213.0,14583.0,630.0,23810.0,22153.0,1657.0,18537.0,17621.0,916.0,306.0,304.0,2.0,510.0,500.0,10.0,0,1
10234,1.0,1.0,1.0,0.0,8.600516667,-9999.0,-9999.0,0.0,12.0484,1.0,11.4608,15397.0,15358.0,39.0,24489.0,25024.0,-535.0,18784.0,18953.0,-169.0,318.0,336.0,-18.0,467.0,517.0,-50.0,1,0
10235,0.0,0.0,0.0,1.0,8.600516667,-9999.0,-9999.0,1.0,12.0484,0.0,11.4608,15358.0,15397.0,-39.0,25024.0,24489.0,535.0,18953.0,18784.0,169.0,336.0,318.0,18.0,517.0,467.0,50.0,0,1
10246,1.0,1.0,1.0,0.0,9.385066667,1.0,10.13281667,1.0,12.45123333,-9999.0,-9999.0,16570.0,14321.0,2249.0,24573.0,22667.0,1906.0,19638.0,17326.0,2312.0,352.0,300.0,52.0,575.0,520.0,55.0,1,0
10247,0.0,0.0,0.0,1.0,9.385066667,0.0,10.13281667,0.0,12.45123333,-9999.0,-9999.0,14321.0,16570.0,-2249.0,22667.0,24573.0,-1906.0,17326.0,19638.0,-2312.0,300.0,352.0,-52.0,520.0,575.0,-55.0,0,1
10258,0.0,0.0,0.0,1.0,3.3461,1.0,9.52955,-9999.0,-9999.0,0.0,9.188316667,15369.0,16521.0,-1152.0,22904.0,24337.0,-1433.0,17788.0,17025.0,763.0,312.0,272.0,40.0,498.0,443.0,55.0,1,0
10259,1.0,1.0,1.0,0.0,3.3461,0.0,9.52955,-9999.0,-9999.0,1.0,9.188316667,16521.0,15369.0,1152.0,24337.0,22904.0,1433.0,17025.0,17788.0,-763.0,272.0,312.0,-40.0,443.0,498.0,-55.0,0,1
10270,1.0,0.0,0.0,1.0,9.17215,0.0,6.603666667000001,-9999.0,-9999.0,0.0,13.39416667,14636.0,14978.0,-342.0,22897.0,23365.0,-468.0,18754.0,18289.0,465.0,334.0,317.0,17.0,515.0,493.0,22.0,1,0
10271,0.0,1.0,1.0,0.0,9.17215,1.0,6.603666667000001,-9999.0,-9999.0,1.0,13.39416667,14978.0,14636.0,342.0,23365.0,22897.0,468.0,18289.0,18754.0,-465.0,317.0,334.0,-17.0,493.0,515.0,-22.0,0,1
10282,1.0,1.0,1.0,0.0,4.693416667,0.0,9.5623,1.0,10.57083333,1.0,9.338533332999999,16333.0,14976.0,1357.0,25498.0,23788.0,1710.0,18714.0,18204.0,510.0,339.0,318.0,21.0,540.0,508.0,32.0,1,0
10283,0.0,0.0,0.0,1.0,4.693416667,1.0,9.5623,0.0,10.57083333,0.0,9.338533332999999,14976.0,16333.0,-1357.0,23788.0,25498.0,-1710.0,18204.0,18714.0,-510.0,318.0,339.0,-21.0,508.0,540.0,-32.0,0,1
10294,1.0,1.0,0.0,0.0,2.216733333,-9999.0,-9999.0,-9999.0,-9999.0,1.0,12.29118333,15335.0,15621.0,-286.0,24664.0,24428.0,236.0,18386.0,18251.0,135.0,289.0,321.0,-32.0,427.0,474.0,-47.0,1,0
10295,0.0,0.0,0.0,1.0,2.216733333,-9999.0,-9999.0,-9999.0,-9999.0,0.0,12.29118333,15621.0,15335.0,286.0,24428.0,24664.0,-236.0,18251.0,18386.0,-135.0,321.0,289.0,32.0,474.0,427.0,47.0,0,1
10306,0.0,1.0,1.0,0.0,3.818533333,0.0,3.662166667,0.0,14.17843333,1.0,13.37271667,15178.0,14938.0,240.0,23931.0,23602.0,329.0,18273.0,18619.0,-346.0,324.0,338.0,-14.0,517.0,528.0,-11.0,1,0
10307,1.0,0.0,0.0,1.0,3.818533333,1.0,3.662166667,1.0,14.17843333,0.0,13.37271667,14938.0,15178.0,-240.0,23602.0,23931.0,-329.0,18619.0,18273.0,346.0,338.0,324.0,14.0,528.0,517.0,11.0,0,1
10318,0.0,0.0,0.0,1.0,5.4618,1.0,5.781983333,1.0,14.8169,0.0,10.91091667,15200.0,16421.0,-1221.0,23424.0,25286.0,-1862.0,18492.0,18693.0,-201.0,330.0,304.0,26.0,523.0,502.0,21.0,1,0
10319,1.0,1.0,1.0,0.0,5.4618,0.0,5.781983333,0.0,14.8169,1.0,10.91091667,16421.0,15200.0,1221.0,25286.0,23424.0,1862.0,18693.0,18492.0,201.0,304.0,330.0,-26.0,502.0,523.0,-21.0,0,1
10330,1.0,0.0,0.0,1.0,13.47395,1.0,11.8179,-9999.0,-9999.0,-9999.0,-9999.0,14790.0,14563.0,227.0,22330.0,24059.0,-1729.0,18263.0,18071.0,192.0,341.0,322.0,19.0,529.0,501.0,28.0,1,0
10331,0.0,1.0,1.0,0.0,13.47395,0.0,11.8179,-9999.0,-9999.0,-9999.0,-9999.0,14563.0,14790.0,-227.0,24059.0,22330.0,1729.0,18071.0,18263.0,-192.0,322.0,341.0,-19.0,501.0,529.0,-28.0,0,1
10342,1.0,1.0,1.0,0.0,7.508016667000001,1.0,5.078566667,-9999.0,-9999.0,1.0,14.45193333,15731.0,15263.0,468.0,24966.0,23241.0,1725.0,19544.0,18868.0,676.0,325.0,328.0,-3.0,512.0,532.0,-20.0,1,0
10343,0.0,0.0,0.0,1.0,7.508016667000001,0.0,5.078566667,-9999.0,-9999.0,0.0,14.45193333,15263.0,15731.0,-468.0,23241.0,24966.0,-1725.0,18868.0,19544.0,-676.0,328.0,325.0,3.0,532.0,512.0,20.0,0,1
10354,1.0,1.0,1.0,0.0,3.67375,1.0,8.9504,-9999.0,-9999.0,1.0,14.39213333,16541.0,14815.0,1726.0,25859.0,22782.0,3077.0,19561.0,18402.0,1159.0,325.0,308.0,17.0,538.0,526.0,12.0,1,0
10355,0.0,0.0,0.0,1.0,3.67375,0.0,8.9504,-9999.0,-9999.0,0.0,14.39213333,14815.0,16541.0,-1726.0,22782.0,25859.0,-3077.0,18402.0,19561.0,-1159.0,308.0,325.0,-17.0,526.0,538.0,-12.0,0,1
10366,1.0,1.0,1.0,0.0,4.551916667,0.0,10.31036667,-9999.0,-9999.0,-9999.0,-9999.0,15125.0,15261.0,-136.0,23126.0,23677.0,-551.0,18674.0,19082.0,-408.0,318.0,331.0,-13.0,516.0,536.0,-20.0,1,0
10367,0.0,0.0,0.0,1.0,4.551916667,1.0,10.31036667,-9999.0,-9999.0,-9999.0,-9999.0,15261.0,15125.0,136.0,23677.0,23126.0,551.0,19082.0,18674.0,408.0,331.0,318.0,13.0,536.0,516.0,20.0,0,1
10378,0.0,0.0,0.0,1.0,7.569133333,0.0,8.374083333,0.0,10.70185,0.0,14.38346667,14596.0,16484.0,-1888.0,22345.0,26424.0,-4079.0,18625.0,20407.0,-1782.0,326.0,375.0,-49.0,537.0,579.0,-42.0,1,0
10379,1.0,1.0,1.0,0.0,7.569133333,1.0,8.374083333,1.0,10.70185,1.0,14.38346667,16484.0,14596.0,1888.0,26424.0,22345.0,4079.0,20407.0,18625.0,1782.0,375.0,326.0,49.0,579.0,537.0,42.0,0,1
10390,0.0,0.0,0.0,1.0,1.503816667,0.0,12.99181667,0.0,11.51388333,0.0,12.44053333,14716.0,16709.0,-1993.0,22854.0,26838.0,-3984.0,17255.0,19634.0,-2379.0,314.0,359.0,-45.0,536.0,575.0,-39.0,1,0
10391,1.0,1.0,1.0,0.0,1.503816667,1.0,12.99181667,1.0,11.51388333,1.0,12.44053333,16709.0,14716.0,1993.0,26838.0,22854.0,3984.0,19634.0,17255.0,2379.0,359.0,314.0,45.0,575.0,536.0,39.0,0,1
10402,1.0,0.0,0.0,1.0,4.815933333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15987.0,15628.0,359.0,24247.0,23771.0,476.0,19870.0,19003.0,867.0,359.0,317.0,42.0,566.0,512.0,54.0,1,0
10403,0.0,1.0,1.0,0.0,4.815933333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15628.0,15987.0,-359.0,23771.0,24247.0,-476.0,19003.0,19870.0,-867.0,317.0,359.0,-42.0,512.0,566.0,-54.0,0,1
10414,0.0,0.0,0.0,1.0,3.000783333,0.0,7.198916667000001,1.0,10.65158333,0.0,10.62958333,15630.0,16874.0,-1244.0,23271.0,26635.0,-3364.0,18564.0,18980.0,-416.0,333.0,345.0,-12.0,514.0,553.0,-39.0,1,0
10415,1.0,1.0,1.0,0.0,3.000783333,1.0,7.198916667000001,0.0,10.65158333,1.0,10.62958333,16874.0,15630.0,1244.0,26635.0,23271.0,3364.0,18980.0,18564.0,416.0,345.0,333.0,12.0,553.0,514.0,39.0,0,1
10426,0.0,1.0,1.0,0.0,3.0449,1.0,9.8783,-9999.0,-9999.0,0.0,14.86523333,16107.0,15139.0,968.0,23543.0,24981.0,-1438.0,18749.0,18280.0,469.0,342.0,313.0,29.0,522.0,501.0,21.0,1,0
10427,1.0,0.0,0.0,1.0,3.0449,0.0,9.8783,-9999.0,-9999.0,1.0,14.86523333,15139.0,16107.0,-968.0,24981.0,23543.0,1438.0,18280.0,18749.0,-469.0,313.0,342.0,-29.0,501.0,522.0,-21.0,0,1
10438,0.0,0.0,0.0,1.0,3.5115,0.0,6.16435,-9999.0,-9999.0,1.0,14.82803333,15081.0,16083.0,-1002.0,26005.0,23930.0,2075.0,18398.0,19383.0,-985.0,327.0,324.0,3.0,534.0,519.0,15.0,1,0
10439,1.0,1.0,1.0,0.0,3.5115,1.0,6.16435,-9999.0,-9999.0,0.0,14.82803333,16083.0,15081.0,1002.0,23930.0,26005.0,-2075.0,19383.0,18398.0,985.0,324.0,327.0,-3.0,519.0,534.0,-15.0,0,1
10450,1.0,1.0,1.0,0.0,10.02073333,0.0,10.49321667,1.0,11.26365,1.0,11.8792,15733.0,14707.0,1026.0,25383.0,22091.0,3292.0,20013.0,19013.0,1000.0,374.0,318.0,56.0,594.0,507.0,87.0,1,0
10451,0.0,0.0,0.0,1.0,10.02073333,1.0,10.49321667,0.0,11.26365,0.0,11.8792,14707.0,15733.0,-1026.0,22091.0,25383.0,-3292.0,19013.0,20013.0,-1000.0,318.0,374.0,-56.0,507.0,594.0,-87.0,0,1
10462,1.0,1.0,1.0,0.0,9.494783332999999,1.0,8.421633332999999,1.0,13.45718333,1.0,14.73725,16595.0,14451.0,2144.0,26610.0,21786.0,4824.0,19490.0,18153.0,1337.0,330.0,318.0,12.0,530.0,518.0,12.0,1,0
10463,0.0,0.0,0.0,1.0,9.494783332999999,0.0,8.421633332999999,0.0,13.45718333,0.0,14.73725,14451.0,16595.0,-2144.0,21786.0,26610.0,-4824.0,18153.0,19490.0,-1337.0,318.0,330.0,-12.0,518.0,530.0,-12.0,0,1
10474,1.0,0.0,0.0,1.0,3.5463,0.0,9.596066667,-9999.0,-9999.0,0.0,13.93006667,16687.0,16032.0,655.0,24094.0,25505.0,-1411.0,18225.0,18552.0,-327.0,306.0,294.0,12.0,506.0,489.0,17.0,1,0
10475,0.0,1.0,1.0,0.0,3.5463,1.0,9.596066667,-9999.0,-9999.0,1.0,13.93006667,16032.0,16687.0,-655.0,25505.0,24094.0,1411.0,18552.0,18225.0,327.0,294.0,306.0,-12.0,489.0,506.0,-17.0,0,1
10486,0.0,1.0,0.0,0.0,2.8589,1.0,13.67178333,-9999.0,-9999.0,-9999.0,-9999.0,16180.0,15707.0,473.0,23523.0,23982.0,-459.0,19228.0,19399.0,-171.0,345.0,332.0,13.0,535.0,530.0,5.0,1,0
10487,1.0,0.0,0.0,1.0,2.8589,0.0,13.67178333,-9999.0,-9999.0,-9999.0,-9999.0,15707.0,16180.0,-473.0,23982.0,23523.0,459.0,19399.0,19228.0,171.0,332.0,345.0,-13.0,530.0,535.0,-5.0,0,1
10498,0.0,0.0,0.0,1.0,3.07085,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15529.0,15185.0,344.0,23565.0,22883.0,682.0,17673.0,16512.0,1161.0,286.0,273.0,13.0,475.0,467.0,8.0,1,0
10499,1.0,1.0,1.0,0.0,3.07085,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15185.0,15529.0,-344.0,22883.0,23565.0,-682.0,16512.0,17673.0,-1161.0,273.0,286.0,-13.0,467.0,475.0,-8.0,0,1
10510,0.0,1.0,1.0,0.0,3.4100333330000003,0.0,10.05691667,0.0,13.3094,1.0,11.81775,16239.0,15103.0,1136.0,26477.0,23954.0,2523.0,18038.0,18110.0,-72.0,315.0,304.0,11.0,517.0,516.0,1.0,1,0
10511,1.0,0.0,0.0,1.0,3.4100333330000003,1.0,10.05691667,1.0,13.3094,0.0,11.81775,15103.0,16239.0,-1136.0,23954.0,26477.0,-2523.0,18110.0,18038.0,72.0,304.0,315.0,-11.0,516.0,517.0,-1.0,0,1
10522,1.0,1.0,1.0,0.0,4.066916667,1.0,9.881366667,-9999.0,-9999.0,-9999.0,-9999.0,16095.0,15656.0,439.0,24945.0,24042.0,903.0,19697.0,19522.0,175.0,348.0,345.0,3.0,581.0,566.0,15.0,1,0
10523,0.0,0.0,0.0,1.0,4.066916667,0.0,9.881366667,-9999.0,-9999.0,-9999.0,-9999.0,15656.0,16095.0,-439.0,24042.0,24945.0,-903.0,19522.0,19697.0,-175.0,345.0,348.0,-3.0,566.0,581.0,-15.0,0,1
10534,1.0,1.0,1.0,0.0,11.39541667,0.0,3.747433333,-9999.0,-9999.0,1.0,14.83108333,15124.0,15473.0,-349.0,25996.0,22990.0,3006.0,19093.0,19200.0,-107.0,344.0,350.0,-6.0,550.0,537.0,13.0,1,0
10535,0.0,0.0,0.0,1.0,11.39541667,1.0,3.747433333,-9999.0,-9999.0,0.0,14.83108333,15473.0,15124.0,349.0,22990.0,25996.0,-3006.0,19200.0,19093.0,107.0,350.0,344.0,6.0,537.0,550.0,-13.0,0,1
10546,1.0,1.0,1.0,0.0,9.962016667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15571.0,15144.0,427.0,23641.0,23081.0,560.0,19394.0,19329.0,65.0,328.0,338.0,-10.0,538.0,540.0,-2.0,1,0
10547,0.0,0.0,0.0,1.0,9.962016667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15144.0,15571.0,-427.0,23081.0,23641.0,-560.0,19329.0,19394.0,-65.0,338.0,328.0,10.0,540.0,538.0,2.0,0,1
10558,0.0,0.0,0.0,1.0,2.875266667,0.0,12.40585,-9999.0,-9999.0,0.0,10.93923333,14993.0,16600.0,-1607.0,22118.0,27098.0,-4980.0,18957.0,18352.0,605.0,317.0,360.0,-43.0,490.0,564.0,-74.0,1,0
10559,1.0,1.0,1.0,0.0,2.875266667,1.0,12.40585,-9999.0,-9999.0,1.0,10.93923333,16600.0,14993.0,1607.0,27098.0,22118.0,4980.0,18352.0,18957.0,-605.0,360.0,317.0,43.0,564.0,490.0,74.0,0,1
10570,0.0,0.0,0.0,1.0,7.937116667000001,0.0,9.608166667,-9999.0,-9999.0,-9999.0,-9999.0,15712.0,15825.0,-113.0,23945.0,24755.0,-810.0,18908.0,19183.0,-275.0,359.0,319.0,40.0,582.0,545.0,37.0,1,0
10571,1.0,1.0,1.0,0.0,7.937116667000001,1.0,9.608166667,-9999.0,-9999.0,-9999.0,-9999.0,15825.0,15712.0,113.0,24755.0,23945.0,810.0,19183.0,18908.0,275.0,319.0,359.0,-40.0,545.0,582.0,-37.0,0,1
10582,1.0,0.0,0.0,1.0,5.5696,0.0,8.2922,0.0,14.03056667,1.0,13.43756667,15110.0,15949.0,-839.0,23489.0,24267.0,-778.0,19418.0,19753.0,-335.0,327.0,370.0,-43.0,501.0,580.0,-79.0,1,0
10583,0.0,1.0,0.0,0.0,5.5696,1.0,8.2922,1.0,14.03056667,0.0,13.43756667,15949.0,15110.0,839.0,24267.0,23489.0,778.0,19753.0,19418.0,335.0,370.0,327.0,43.0,580.0,501.0,79.0,0,1
10594,0.0,0.0,0.0,1.0,6.628433332999999,1.0,5.483833333,0.0,13.06068333,1.0,12.41046667,15269.0,16419.0,-1150.0,24337.0,26123.0,-1786.0,19565.0,20656.0,-1091.0,331.0,354.0,-23.0,533.0,582.0,-49.0,1,0
10595,1.0,1.0,1.0,0.0,6.628433332999999,0.0,5.483833333,1.0,13.06068333,0.0,12.41046667,16419.0,15269.0,1150.0,26123.0,24337.0,1786.0,20656.0,19565.0,1091.0,354.0,331.0,23.0,582.0,533.0,49.0,0,1
10606,1.0,1.0,1.0,0.0,9.544916667,1.0,11.59266667,1.0,14.41243333,-9999.0,-9999.0,16545.0,14806.0,1739.0,24965.0,22319.0,2646.0,19440.0,17769.0,1671.0,344.0,307.0,37.0,566.0,503.0,63.0,1,0
10607,0.0,0.0,0.0,1.0,9.544916667,0.0,11.59266667,0.0,14.41243333,-9999.0,-9999.0,14806.0,16545.0,-1739.0,22319.0,24965.0,-2646.0,17769.0,19440.0,-1671.0,307.0,344.0,-37.0,503.0,566.0,-63.0,0,1
10618,1.0,0.0,0.0,1.0,1.3591333330000002,0.0,11.19758333,-9999.0,-9999.0,0.0,14.61198333,14521.0,15488.0,-967.0,22673.0,25982.0,-3309.0,18592.0,19107.0,-515.0,322.0,317.0,5.0,527.0,501.0,26.0,1,0
10619,0.0,1.0,1.0,0.0,1.3591333330000002,1.0,11.19758333,-9999.0,-9999.0,1.0,14.61198333,15488.0,14521.0,967.0,25982.0,22673.0,3309.0,19107.0,18592.0,515.0,317.0,322.0,-5.0,501.0,527.0,-26.0,0,1
10630,1.0,0.0,0.0,1.0,8.096816667,0.0,3.973383333,1.0,12.60655,0.0,8.543066667,17403.0,16002.0,1401.0,27014.0,23740.0,3274.0,19496.0,18237.0,1259.0,338.0,315.0,23.0,520.0,491.0,29.0,1,0
10631,0.0,1.0,1.0,0.0,8.096816667,1.0,3.973383333,0.0,12.60655,1.0,8.543066667,16002.0,17403.0,-1401.0,23740.0,27014.0,-3274.0,18237.0,19496.0,-1259.0,315.0,338.0,-23.0,491.0,520.0,-29.0,0,1
10642,1.0,1.0,1.0,0.0,2.268716667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14578.0,14716.0,-138.0,22055.0,22816.0,-761.0,17752.0,18734.0,-982.0,307.0,311.0,-4.0,505.0,500.0,5.0,1,0
10643,0.0,0.0,0.0,1.0,2.268716667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14716.0,14578.0,138.0,22816.0,22055.0,761.0,18734.0,17752.0,982.0,311.0,307.0,4.0,500.0,505.0,-5.0,0,1
10654,1.0,1.0,1.0,0.0,3.224883333,-9999.0,-9999.0,0.0,10.92185,1.0,10.57538333,16237.0,15383.0,854.0,26249.0,23137.0,3112.0,18607.0,18184.0,423.0,293.0,293.0,0.0,479.0,459.0,20.0,1,0
10655,0.0,0.0,0.0,1.0,3.224883333,-9999.0,-9999.0,1.0,10.92185,0.0,10.57538333,15383.0,16237.0,-854.0,23137.0,26249.0,-3112.0,18184.0,18607.0,-423.0,293.0,293.0,0.0,459.0,479.0,-20.0,0,1
10666,1.0,0.0,0.0,1.0,3.380683333,0.0,14.94758333,0.0,12.53486667,0.0,7.93015,15137.0,17666.0,-2529.0,22362.0,27502.0,-5140.0,17537.0,17686.0,-149.0,284.0,288.0,-4.0,455.0,479.0,-24.0,1,0
10667,0.0,1.0,1.0,0.0,3.380683333,1.0,14.94758333,1.0,12.53486667,1.0,7.93015,17666.0,15137.0,2529.0,27502.0,22362.0,5140.0,17686.0,17537.0,149.0,288.0,284.0,4.0,479.0,455.0,24.0,0,1
10678,1.0,1.0,1.0,0.0,6.146816667,0.0,5.797466667,0.0,11.67416667,0.0,9.0376,15492.0,16567.0,-1075.0,23251.0,25087.0,-1836.0,17893.0,17928.0,-35.0,322.0,280.0,42.0,482.0,440.0,42.0,1,0
10679,0.0,0.0,0.0,1.0,6.146816667,1.0,5.797466667,1.0,11.67416667,1.0,9.0376,16567.0,15492.0,1075.0,25087.0,23251.0,1836.0,17928.0,17893.0,35.0,280.0,322.0,-42.0,440.0,482.0,-42.0,0,1
10690,0.0,0.0,0.0,1.0,3.020133333,-9999.0,-9999.0,-9999.0,-9999.0,0.0,11.95611667,14086.0,17312.0,-3226.0,21562.0,28498.0,-6936.0,16845.0,18849.0,-2004.0,284.0,296.0,-12.0,422.0,486.0,-64.0,1,0
10691,1.0,1.0,1.0,0.0,3.020133333,-9999.0,-9999.0,-9999.0,-9999.0,1.0,11.95611667,17312.0,14086.0,3226.0,28498.0,21562.0,6936.0,18849.0,16845.0,2004.0,296.0,284.0,12.0,486.0,422.0,64.0,0,1
10702,1.0,1.0,1.0,0.0,3.1362333330000003,1.0,14.42181667,1.0,11.5718,0.0,7.50965,16685.0,15278.0,1407.0,24914.0,22835.0,2079.0,18437.0,16668.0,1769.0,323.0,270.0,53.0,508.0,448.0,60.0,1,0
10703,0.0,0.0,0.0,1.0,3.1362333330000003,0.0,14.42181667,0.0,11.5718,1.0,7.50965,15278.0,16685.0,-1407.0,22835.0,24914.0,-2079.0,16668.0,18437.0,-1769.0,270.0,323.0,-53.0,448.0,508.0,-60.0,0,1
10714,0.0,1.0,1.0,0.0,7.762916667000001,1.0,14.4826,0.0,13.83233333,1.0,8.398883332999999,15900.0,14900.0,1000.0,23449.0,23998.0,-549.0,18135.0,18881.0,-746.0,306.0,339.0,-33.0,451.0,487.0,-36.0,1,0
10715,1.0,0.0,0.0,1.0,7.762916667000001,0.0,14.4826,1.0,13.83233333,0.0,8.398883332999999,14900.0,15900.0,-1000.0,23998.0,23449.0,549.0,18881.0,18135.0,746.0,339.0,306.0,33.0,487.0,451.0,36.0,0,1
10726,1.0,0.0,0.0,1.0,5.430716667,1.0,8.8625,-9999.0,-9999.0,1.0,14.52356667,15227.0,16246.0,-1019.0,24798.0,24495.0,303.0,18799.0,19256.0,-457.0,317.0,346.0,-29.0,506.0,526.0,-20.0,1,0
10727,0.0,1.0,1.0,0.0,5.430716667,0.0,8.8625,-9999.0,-9999.0,0.0,14.52356667,16246.0,15227.0,1019.0,24495.0,24798.0,-303.0,19256.0,18799.0,457.0,346.0,317.0,29.0,526.0,506.0,20.0,0,1
10738,1.0,0.0,0.0,1.0,7.327983333,0.0,13.27381667,1.0,13.847,-9999.0,-9999.0,15169.0,15654.0,-485.0,23121.0,24237.0,-1116.0,19358.0,19778.0,-420.0,331.0,330.0,1.0,525.0,531.0,-6.0,1,0
10739,0.0,1.0,1.0,0.0,7.327983333,1.0,13.27381667,0.0,13.847,-9999.0,-9999.0,15654.0,15169.0,485.0,24237.0,23121.0,1116.0,19778.0,19358.0,420.0,330.0,331.0,-1.0,531.0,525.0,6.0,0,1
10750,0.0,0.0,0.0,1.0,12.50761667,0.0,10.02078333,-9999.0,-9999.0,-9999.0,-9999.0,14851.0,14381.0,470.0,23617.0,23014.0,603.0,18555.0,18436.0,119.0,337.0,305.0,32.0,548.0,516.0,32.0,1,0
10751,1.0,1.0,1.0,0.0,12.50761667,1.0,10.02078333,-9999.0,-9999.0,-9999.0,-9999.0,14381.0,14851.0,-470.0,23014.0,23617.0,-603.0,18436.0,18555.0,-119.0,305.0,337.0,-32.0,516.0,548.0,-32.0,0,1
10762,1.0,1.0,1.0,0.0,3.708333333,1.0,8.1077,1.0,13.3544,1.0,10.48606667,16436.0,15439.0,997.0,28466.0,22821.0,5645.0,18231.0,18802.0,-571.0,308.0,290.0,18.0,484.0,456.0,28.0,1,0
10763,0.0,0.0,0.0,1.0,3.708333333,0.0,8.1077,0.0,13.3544,0.0,10.48606667,15439.0,16436.0,-997.0,22821.0,28466.0,-5645.0,18802.0,18231.0,571.0,290.0,308.0,-18.0,456.0,484.0,-28.0,0,1
10774,0.0,0.0,0.0,1.0,6.181616667,1.0,11.14115,-9999.0,-9999.0,0.0,14.15451667,15393.0,15276.0,117.0,22856.0,22898.0,-42.0,18654.0,18198.0,456.0,321.0,313.0,8.0,520.0,501.0,19.0,1,0
10775,1.0,1.0,1.0,0.0,6.181616667,0.0,11.14115,-9999.0,-9999.0,1.0,14.15451667,15276.0,15393.0,-117.0,22898.0,22856.0,42.0,18198.0,18654.0,-456.0,313.0,321.0,-8.0,501.0,520.0,-19.0,0,1
10786,0.0,0.0,0.0,1.0,3.240383333,-9999.0,-9999.0,1.0,13.55835,0.0,10.44293333,14449.0,18277.0,-3828.0,22244.0,27737.0,-5493.0,16468.0,19333.0,-2865.0,285.0,272.0,13.0,456.0,454.0,2.0,1,0
10787,1.0,1.0,1.0,0.0,3.240383333,-9999.0,-9999.0,0.0,13.55835,1.0,10.44293333,18277.0,14449.0,3828.0,27737.0,22244.0,5493.0,19333.0,16468.0,2865.0,272.0,285.0,-13.0,454.0,456.0,-2.0,0,1
10798,1.0,1.0,1.0,0.0,7.6643,0.0,14.11273333,1.0,13.75463333,1.0,10.7814,15220.0,14927.0,293.0,23723.0,22369.0,1354.0,19336.0,18985.0,351.0,324.0,326.0,-2.0,519.0,529.0,-10.0,1,0
10799,0.0,0.0,0.0,1.0,7.6643,1.0,14.11273333,0.0,13.75463333,0.0,10.7814,14927.0,15220.0,-293.0,22369.0,23723.0,-1354.0,18985.0,19336.0,-351.0,326.0,324.0,2.0,529.0,519.0,10.0,0,1
