,result,fb,fbassist,fbvictim,fbtime,fd,fdtime,herald,heraldtime,ft,fttime,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15,side_Blue,side_Red
3022,1.0,0.0,0.0,1.0,4.579016667,0.0,11.69,1.0,14.7045,1.0,13.60206667,14840.0,14539.0,301.0,23937.0,23053.0,884.0,19264.0,17660.0,1604.0,306.0,299.0,7.0,461.0,474.0,-13.0,1,0
3023,0.0,1.0,1.0,0.0,4.579016667,1.0,11.69,0.0,14.7045,0.0,13.60206667,14539.0,14840.0,-301.0,23053.0,23937.0,-884.0,17660.0,19264.0,-1604.0,299.0,306.0,-7.0,474.0,461.0,13.0,0,1
3034,0.0,0.0,0.0,1.0,5.056666667,1.0,3.315166667,-9999.0,-9999.0,0.0,14.87603333,14900.0,16092.0,-1192.0,22095.0,24647.0,-2552.0,19037.0,19101.0,-64.0,344.0,341.0,3.0,515.0,529.0,-14.0,1,0
3035,1.0,1.0,1.0,0.0,5.056666667,0.0,3.315166667,-9999.0,-9999.0,1.0,14.87603333,16092.0,14900.0,1192.0,24647.0,22095.0,2552.0,19101.0,19037.0,64.0,341.0,344.0,-3.0,529.0,515.0,14.0,0,1
3046,1.0,1.0,1.0,0.0,7.97165,1.0,12.33525,-9999.0,-9999.0,-9999.0,-9999.0,15631.0,15282.0,349.0,24624.0,23712.0,912.0,19055.0,18977.0,78.0,344.0,330.0,14.0,532.0,525.0,7.0,1,0
3047,0.0,0.0,0.0,1.0,7.97165,0.0,12.33525,-9999.0,-9999.0,-9999.0,-9999.0,15282.0,15631.0,-349.0,23712.0,24624.0,-912.0,18977.0,19055.0,-78.0,330.0,344.0,-14.0,525.0,532.0,-7.0,0,1
3058,1.0,0.0,0.0,1.0,6.600383333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14361.0,15977.0,-1616.0,23001.0,23809.0,-808.0,18084.0,18309.0,-225.0,321.0,325.0,-4.0,530.0,524.0,6.0,1,0
3059,0.0,1.0,1.0,0.0,6.600383333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15977.0,14361.0,1616.0,23809.0,23001.0,808.0,18309.0,18084.0,225.0,325.0,321.0,4.0,524.0,530.0,-6.0,0,1
3070,0.0,0.0,0.0,1.0,4.867266667,0.0,10.84506667,-9999.0,-9999.0,-9999.0,-9999.0,14993.0,15279.0,-286.0,22727.0,23303.0,-576.0,19696.0,19032.0,664.0,332.0,334.0,-2.0,496.0,539.0,-43.0,1,0
3071,1.0,1.0,1.0,0.0,4.867266667,1.0,10.84506667,-9999.0,-9999.0,-9999.0,-9999.0,15279.0,14993.0,286.0,23303.0,22727.0,576.0,19032.0,19696.0,-664.0,334.0,332.0,2.0,539.0,496.0,43.0,0,1
3082,0.0,0.0,0.0,1.0,3.600833333,0.0,12.51836667,-9999.0,-9999.0,-9999.0,-9999.0,14698.0,15159.0,-461.0,22107.0,22927.0,-820.0,18563.0,17760.0,803.0,315.0,324.0,-9.0,501.0,540.0,-39.0,1,0
3083,1.0,1.0,0.0,0.0,3.600833333,1.0,12.51836667,-9999.0,-9999.0,-9999.0,-9999.0,15159.0,14698.0,461.0,22927.0,22107.0,820.0,17760.0,18563.0,-803.0,324.0,315.0,9.0,540.0,501.0,39.0,0,1
3094,1.0,1.0,1.0,0.0,14.86905,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15131.0,14865.0,266.0,24278.0,22248.0,2030.0,18788.0,18997.0,-209.0,325.0,330.0,-5.0,536.0,517.0,19.0,1,0
3095,0.0,0.0,0.0,1.0,14.86905,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14865.0,15131.0,-266.0,22248.0,24278.0,-2030.0,18997.0,18788.0,209.0,330.0,325.0,5.0,517.0,536.0,-19.0,0,1
3106,1.0,1.0,1.0,0.0,2.317366667,1.0,11.90255,-9999.0,-9999.0,1.0,8.916766667000001,16084.0,15378.0,706.0,24737.0,22775.0,1962.0,18380.0,18108.0,272.0,323.0,335.0,-12.0,559.0,536.0,23.0,1,0
3107,0.0,0.0,0.0,1.0,2.317366667,0.0,11.90255,-9999.0,-9999.0,0.0,8.916766667000001,15378.0,16084.0,-706.0,22775.0,24737.0,-1962.0,18108.0,18380.0,-272.0,335.0,323.0,12.0,536.0,559.0,-23.0,0,1
3118,1.0,1.0,1.0,0.0,7.951616667000001,-9999.0,-9999.0,-9999.0,-9999.0,0.0,14.4773,15094.0,15122.0,-28.0,23676.0,24699.0,-1023.0,19029.0,18343.0,686.0,320.0,349.0,-29.0,509.0,526.0,-17.0,1,0
3119,0.0,0.0,0.0,1.0,7.951616667000001,-9999.0,-9999.0,-9999.0,-9999.0,1.0,14.4773,15122.0,15094.0,28.0,24699.0,23676.0,1023.0,18343.0,19029.0,-686.0,349.0,320.0,29.0,526.0,509.0,17.0,0,1
3130,0.0,1.0,1.0,0.0,6.001183332999999,1.0,10.45903333,0.0,14.34573333,0.0,13.6223,15950.0,14722.0,1228.0,24470.0,24186.0,284.0,18874.0,18341.0,533.0,341.0,325.0,16.0,548.0,515.0,33.0,1,0
3131,1.0,0.0,0.0,1.0,6.001183332999999,0.0,10.45903333,1.0,14.34573333,1.0,13.6223,14722.0,15950.0,-1228.0,24186.0,24470.0,-284.0,18341.0,18874.0,-533.0,325.0,341.0,-16.0,515.0,548.0,-33.0,0,1
3142,1.0,0.0,0.0,1.0,9.7632,-9999.0,-9999.0,1.0,10.80983333,1.0,12.22176667,15135.0,14887.0,248.0,24376.0,22579.0,1797.0,19034.0,19063.0,-29.0,325.0,317.0,8.0,520.0,524.0,-4.0,1,0
3143,0.0,1.0,1.0,0.0,9.7632,-9999.0,-9999.0,0.0,10.80983333,0.0,12.22176667,14887.0,15135.0,-248.0,22579.0,24376.0,-1797.0,19063.0,19034.0,29.0,317.0,325.0,-8.0,524.0,520.0,4.0,0,1
3154,0.0,0.0,0.0,1.0,10.52746667,0.0,14.09731667,-9999.0,-9999.0,-9999.0,-9999.0,15331.0,15553.0,-222.0,23933.0,24715.0,-782.0,19277.0,19645.0,-368.0,349.0,351.0,-2.0,564.0,585.0,-21.0,1,0
3155,1.0,1.0,1.0,0.0,10.52746667,1.0,14.09731667,-9999.0,-9999.0,-9999.0,-9999.0,15553.0,15331.0,222.0,24715.0,23933.0,782.0,19645.0,19277.0,368.0,351.0,349.0,2.0,585.0,564.0,21.0,0,1
3166,1.0,1.0,1.0,0.0,4.728466667,1.0,10.7726,1.0,12.03241667,1.0,14.3672,17400.0,15177.0,2223.0,27291.0,23072.0,4219.0,20553.0,18638.0,1915.0,384.0,353.0,31.0,620.0,560.0,60.0,1,0
3167,0.0,0.0,0.0,1.0,4.728466667,0.0,10.7726,0.0,12.03241667,0.0,14.3672,15177.0,17400.0,-2223.0,23072.0,27291.0,-4219.0,18638.0,20553.0,-1915.0,353.0,384.0,-31.0,560.0,620.0,-60.0,0,1
3178,0.0,0.0,0.0,1.0,1.836016667,0.0,10.88745,-9999.0,-9999.0,-9999.0,-9999.0,15666.0,17440.0,-1774.0,23851.0,27029.0,-3178.0,18896.0,18770.0,126.0,344.0,355.0,-11.0,555.0,597.0,-42.0,1,0
3179,1.0,1.0,1.0,0.0,1.836016667,1.0,10.88745,-9999.0,-9999.0,-9999.0,-9999.0,17440.0,15666.0,1774.0,27029.0,23851.0,3178.0,18770.0,18896.0,-126.0,355.0,344.0,11.0,597.0,555.0,42.0,0,1
3190,0.0,0.0,0.0,1.0,12.91238333,1.0,13.77268333,0.0,12.94648333,0.0,13.01636667,15811.0,15543.0,268.0,24896.0,25658.0,-762.0,18917.0,19137.0,-220.0,359.0,365.0,-6.0,580.0,587.0,-7.0,1,0
3191,1.0,1.0,1.0,0.0,12.91238333,0.0,13.77268333,1.0,12.94648333,1.0,13.01636667,15543.0,15811.0,-268.0,25658.0,24896.0,762.0,19137.0,18917.0,220.0,365.0,359.0,6.0,587.0,580.0,7.0,0,1
3202,0.0,1.0,1.0,0.0,5.871533333,-9999.0,-9999.0,1.0,11.30538333,1.0,14.23873333,16880.0,15541.0,1339.0,26699.0,24109.0,2590.0,20641.0,18542.0,2099.0,366.0,345.0,21.0,604.0,575.0,29.0,1,0
3203,1.0,0.0,0.0,1.0,5.871533333,-9999.0,-9999.0,0.0,11.30538333,0.0,14.23873333,15541.0,16880.0,-1339.0,24109.0,26699.0,-2590.0,18542.0,20641.0,-2099.0,345.0,366.0,-21.0,575.0,604.0,-29.0,0,1
3214,1.0,0.0,0.0,1.0,2.9976,1.0,12.96496667,0.0,13.22723333,1.0,13.41331667,16651.0,16040.0,611.0,25851.0,26422.0,-571.0,19486.0,18491.0,995.0,352.0,318.0,34.0,572.0,529.0,43.0,1,0
3215,0.0,1.0,1.0,0.0,2.9976,0.0,12.96496667,1.0,13.22723333,0.0,13.41331667,16040.0,16651.0,-611.0,26422.0,25851.0,571.0,18491.0,19486.0,-995.0,318.0,352.0,-34.0,529.0,572.0,-43.0,0,1
3226,0.0,0.0,0.0,1.0,2.0984,0.0,10.08875,-9999.0,-9999.0,0.0,14.44255,14827.0,16098.0,-1271.0,22481.0,25061.0,-2580.0,18526.0,19152.0,-626.0,322.0,320.0,2.0,523.0,519.0,4.0,1,0
3227,1.0,1.0,1.0,0.0,2.0984,1.0,10.08875,-9999.0,-9999.0,1.0,14.44255,16098.0,14827.0,1271.0,25061.0,22481.0,2580.0,19152.0,18526.0,626.0,320.0,322.0,-2.0,519.0,523.0,-4.0,0,1
3238,1.0,1.0,1.0,0.0,4.88955,0.0,8.037633332999999,0.0,13.2084,0.0,7.571833333,14860.0,16492.0,-1632.0,22675.0,25060.0,-2385.0,18489.0,18742.0,-253.0,312.0,316.0,-4.0,509.0,503.0,6.0,1,0
3239,0.0,0.0,0.0,1.0,4.88955,1.0,8.037633332999999,1.0,13.2084,1.0,7.571833333,16492.0,14860.0,1632.0,25060.0,22675.0,2385.0,18742.0,18489.0,253.0,316.0,312.0,4.0,503.0,509.0,-6.0,0,1
3250,0.0,1.0,1.0,0.0,7.218466667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15974.0,14158.0,1816.0,23515.0,23001.0,514.0,19275.0,18093.0,1182.0,363.0,305.0,58.0,562.0,517.0,45.0,1,0
3251,1.0,0.0,0.0,1.0,7.218466667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,14158.0,15974.0,-1816.0,23001.0,23515.0,-514.0,18093.0,19275.0,-1182.0,305.0,363.0,-58.0,517.0,562.0,-45.0,0,1
3262,0.0,0.0,0.0,1.0,11.37041667,0.0,13.47983333,-9999.0,-9999.0,-9999.0,-9999.0,14715.0,15588.0,-873.0,21844.0,24188.0,-2344.0,18472.0,19703.0,-1231.0,322.0,360.0,-38.0,496.0,583.0,-87.0,1,0
3263,1.0,1.0,1.0,0.0,11.37041667,1.0,13.47983333,-9999.0,-9999.0,-9999.0,-9999.0,15588.0,14715.0,873.0,24188.0,21844.0,2344.0,19703.0,18472.0,1231.0,360.0,322.0,38.0,583.0,496.0,87.0,0,1
3274,0.0,1.0,1.0,0.0,6.7255,1.0,11.4841,-9999.0,-9999.0,1.0,14.22625,16121.0,15221.0,900.0,25246.0,23206.0,2040.0,20392.0,19114.0,1278.0,359.0,312.0,47.0,546.0,502.0,44.0,1,0
3275,1.0,0.0,0.0,1.0,6.7255,0.0,11.4841,-9999.0,-9999.0,0.0,14.22625,15221.0,16121.0,-900.0,23206.0,25246.0,-2040.0,19114.0,20392.0,-1278.0,312.0,359.0,-47.0,502.0,546.0,-44.0,0,1
3286,1.0,0.0,0.0,1.0,4.399383333,1.0,4.682566667,-9999.0,-9999.0,1.0,12.93041667,15176.0,16324.0,-1148.0,24314.0,24109.0,205.0,19117.0,18942.0,175.0,350.0,327.0,23.0,561.0,502.0,59.0,1,0
3287,0.0,1.0,1.0,0.0,4.399383333,0.0,4.682566667,-9999.0,-9999.0,0.0,12.93041667,16324.0,15176.0,1148.0,24109.0,24314.0,-205.0,18942.0,19117.0,-175.0,327.0,350.0,-23.0,502.0,561.0,-59.0,0,1
3298,1.0,0.0,0.0,1.0,12.6262,1.0,12.31601667,-9999.0,-9999.0,1.0,10.97031667,15374.0,15398.0,-24.0,24179.0,23057.0,1122.0,19968.0,19398.0,570.0,361.0,366.0,-5.0,552.0,543.0,9.0,1,0
3299,0.0,1.0,1.0,0.0,12.6262,0.0,12.31601667,-9999.0,-9999.0,0.0,10.97031667,15398.0,15374.0,24.0,23057.0,24179.0,-1122.0,19398.0,19968.0,-570.0,366.0,361.0,5.0,543.0,552.0,-9.0,0,1
3310,0.0,0.0,0.0,1.0,5.4208,-9999.0,-9999.0,0.0,11.99786667,0.0,14.4055,15838.0,16120.0,-282.0,23461.0,24132.0,-671.0,19331.0,20360.0,-1029.0,366.0,362.0,4.0,579.0,536.0,43.0,1,0
3311,1.0,1.0,1.0,0.0,5.4208,-9999.0,-9999.0,1.0,11.99786667,1.0,14.4055,16120.0,15838.0,282.0,24132.0,23461.0,671.0,20360.0,19331.0,1029.0,362.0,366.0,-4.0,536.0,579.0,-43.0,0,1
3322,0.0,0.0,0.0,1.0,7.286416667,0.0,10.10858333,-9999.0,-9999.0,0.0,13.51588333,14930.0,15920.0,-990.0,22152.0,29198.0,-7046.0,19245.0,19902.0,-657.0,332.0,351.0,-19.0,477.0,551.0,-74.0,1,0
3323,1.0,1.0,1.0,0.0,7.286416667,1.0,10.10858333,-9999.0,-9999.0,1.0,13.51588333,15920.0,14930.0,990.0,29198.0,22152.0,7046.0,19902.0,19245.0,657.0,351.0,332.0,19.0,551.0,477.0,74.0,0,1
3334,1.0,1.0,1.0,0.0,4.152416667,-9999.0,-9999.0,1.0,12.02236667,1.0,12.77233333,17094.0,15194.0,1900.0,27598.0,22529.0,5069.0,19794.0,18936.0,858.0,374.0,338.0,36.0,606.0,532.0,74.0,1,0
3335,0.0,0.0,0.0,1.0,4.152416667,-9999.0,-9999.0,0.0,12.02236667,0.0,12.77233333,15194.0,17094.0,-1900.0,22529.0,27598.0,-5069.0,18936.0,19794.0,-858.0,338.0,374.0,-36.0,532.0,606.0,-74.0,0,1
3346,1.0,1.0,1.0,0.0,14.35405,1.0,10.04965,-9999.0,-9999.0,1.0,11.5932,15577.0,14946.0,631.0,26481.0,22063.0,4418.0,19794.0,19650.0,144.0,375.0,337.0,38.0,598.0,518.0,80.0,1,0
3347,0.0,0.0,0.0,1.0,14.35405,0.0,10.04965,-9999.0,-9999.0,0.0,11.5932,14946.0,15577.0,-631.0,22063.0,26481.0,-4418.0,19650.0,19794.0,-144.0,337.0,375.0,-38.0,518.0,598.0,-80.0,0,1
3358,0.0,1.0,1.0,0.0,3.814316667,0.0,9.329216667,1.0,13.832,0.0,14.85201667,16510.0,15808.0,702.0,25249.0,25278.0,-29.0,19339.0,19026.0,313.0,343.0,361.0,-18.0,553.0,579.0,-26.0,1,0
3359,1.0,0.0,0.0,1.0,3.814316667,1.0,9.329216667,0.0,13.832,1.0,14.85201667,15808.0,16510.0,-702.0,25278.0,25249.0,29.0,19026.0,19339.0,-313.0,361.0,343.0,18.0,579.0,553.0,26.0,0,1
3370,0.0,0.0,0.0,1.0,10.15543333,0.0,13.4869,-9999.0,-9999.0,0.0,12.38313333,15216.0,15438.0,-222.0,22319.0,26027.0,-3708.0,19560.0,19816.0,-256.0,352.0,364.0,-12.0,510.0,548.0,-38.0,1,0
3371,1.0,1.0,1.0,0.0,10.15543333,1.0,13.4869,-9999.0,-9999.0,1.0,12.38313333,15438.0,15216.0,222.0,26027.0,22319.0,3708.0,19816.0,19560.0,256.0,364.0,352.0,12.0,548.0,510.0,38.0,0,1
3382,0.0,0.0,0.0,1.0,7.069333332999999,0.0,9.989483332999999,0.0,13.63963333,-9999.0,-9999.0,15382.0,16610.0,-1228.0,23435.0,25096.0,-1661.0,18952.0,19970.0,-1018.0,335.0,365.0,-30.0,544.0,604.0,-60.0,1,0
3383,1.0,1.0,1.0,0.0,7.069333332999999,1.0,9.989483332999999,1.0,13.63963333,-9999.0,-9999.0,16610.0,15382.0,1228.0,25096.0,23435.0,1661.0,19970.0,18952.0,1018.0,365.0,335.0,30.0,604.0,544.0,60.0,0,1
3394,1.0,1.0,1.0,0.0,13.44406667,1.0,11.63385,-9999.0,-9999.0,1.0,14.0587,15746.0,14711.0,1035.0,24647.0,22647.0,2000.0,19078.0,18906.0,172.0,339.0,336.0,3.0,510.0,537.0,-27.0,1,0
3395,0.0,0.0,0.0,1.0,13.44406667,0.0,11.63385,-9999.0,-9999.0,0.0,14.0587,14711.0,15746.0,-1035.0,22647.0,24647.0,-2000.0,18906.0,19078.0,-172.0,336.0,339.0,-3.0,537.0,510.0,27.0,0,1
3406,0.0,0.0,0.0,1.0,7.909183333,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.57435,15324.0,16150.0,-826.0,23550.0,26684.0,-3134.0,18092.0,18296.0,-204.0,329.0,333.0,-4.0,553.0,554.0,-1.0,1,0
3407,1.0,1.0,0.0,0.0,7.909183333,-9999.0,-9999.0,-9999.0,-9999.0,1.0,13.57435,16150.0,15324.0,826.0,26684.0,23550.0,3134.0,18296.0,18092.0,204.0,333.0,329.0,4.0,554.0,553.0,1.0,0,1
3418,0.0,1.0,1.0,0.0,9.718133332999999,1.0,10.21818333,-9999.0,-9999.0,1.0,14.77341667,15675.0,14693.0,982.0,25642.0,22740.0,2902.0,18770.0,17891.0,879.0,338.0,324.0,14.0,558.0,542.0,16.0,1,0
3419,1.0,0.0,0.0,1.0,9.718133332999999,0.0,10.21818333,-9999.0,-9999.0,0.0,14.77341667,14693.0,15675.0,-982.0,22740.0,25642.0,-2902.0,17891.0,18770.0,-879.0,324.0,338.0,-14.0,542.0,558.0,-16.0,0,1
3430,0.0,0.0,0.0,1.0,9.58055,-9999.0,-9999.0,1.0,10.67676667,1.0,13.32415,16317.0,16061.0,256.0,25275.0,25372.0,-97.0,19995.0,19298.0,697.0,345.0,349.0,-4.0,545.0,580.0,-35.0,1,0
3431,1.0,1.0,1.0,0.0,9.58055,-9999.0,-9999.0,0.0,10.67676667,0.0,13.32415,16061.0,16317.0,-256.0,25372.0,25275.0,97.0,19298.0,19995.0,-697.0,349.0,345.0,4.0,580.0,545.0,35.0,0,1
3442,0.0,0.0,0.0,1.0,4.889633333,1.0,7.609,-9999.0,-9999.0,0.0,13.38885,15793.0,16951.0,-1158.0,25079.0,27140.0,-2061.0,19754.0,19505.0,249.0,367.0,360.0,7.0,562.0,579.0,-17.0,1,0
3443,1.0,1.0,1.0,0.0,4.889633333,0.0,7.609,-9999.0,-9999.0,1.0,13.38885,16951.0,15793.0,1158.0,27140.0,25079.0,2061.0,19505.0,19754.0,-249.0,360.0,367.0,-7.0,579.0,562.0,17.0,0,1
3454,1.0,1.0,1.0,0.0,6.62805,1.0,10.13261667,-9999.0,-9999.0,1.0,12.82361667,16037.0,16001.0,36.0,25911.0,24327.0,1584.0,19216.0,19013.0,203.0,330.0,350.0,-20.0,548.0,550.0,-2.0,1,0
3455,0.0,0.0,0.0,1.0,6.62805,0.0,10.13261667,-9999.0,-9999.0,0.0,12.82361667,16001.0,16037.0,-36.0,24327.0,25911.0,-1584.0,19013.0,19216.0,-203.0,350.0,330.0,20.0,550.0,548.0,2.0,0,1
3466,1.0,1.0,1.0,0.0,9.03775,0.0,12.3228,-9999.0,-9999.0,1.0,12.03215,16072.0,14979.0,1093.0,25492.0,23236.0,2256.0,19697.0,18311.0,1386.0,341.0,326.0,15.0,566.0,548.0,18.0,1,0
3467,0.0,0.0,0.0,1.0,9.03775,1.0,12.3228,-9999.0,-9999.0,0.0,12.03215,14979.0,16072.0,-1093.0,23236.0,25492.0,-2256.0,18311.0,19697.0,-1386.0,326.0,341.0,-15.0,548.0,566.0,-18.0,0,1
3478,0.0,1.0,1.0,0.0,3.878133333,1.0,12.69858333,-9999.0,-9999.0,-9999.0,-9999.0,16353.0,14723.0,1630.0,24714.0,22825.0,1889.0,18864.0,17312.0,1552.0,366.0,318.0,48.0,600.0,521.0,79.0,1,0
3479,1.0,0.0,0.0,1.0,3.878133333,0.0,12.69858333,-9999.0,-9999.0,-9999.0,-9999.0,14723.0,16353.0,-1630.0,22825.0,24714.0,-1889.0,17312.0,18864.0,-1552.0,318.0,366.0,-48.0,521.0,600.0,-79.0,0,1
3490,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,1.0,13.4172,16239.0,15588.0,651.0,25709.0,23918.0,1791.0,19180.0,19324.0,-144.0,364.0,344.0,20.0,589.0,562.0,27.0,1,0
3491,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.0,13.4172,15588.0,16239.0,-651.0,23918.0,25709.0,-1791.0,19324.0,19180.0,144.0,344.0,364.0,-20.0,562.0,589.0,-27.0,0,1
3502,1.0,1.0,1.0,0.0,6.672866667,0.0,14.7355,-9999.0,-9999.0,-9999.0,-9999.0,16854.0,15727.0,1127.0,26137.0,23867.0,2270.0,19026.0,19078.0,-52.0,351.0,369.0,-18.0,568.0,580.0,-12.0,1,0
3503,0.0,0.0,0.0,1.0,6.672866667,1.0,14.7355,-9999.0,-9999.0,-9999.0,-9999.0,15727.0,16854.0,-1127.0,23867.0,26137.0,-2270.0,19078.0,19026.0,52.0,369.0,351.0,18.0,580.0,568.0,12.0,0,1
3514,1.0,0.0,0.0,1.0,3.890616667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15884.0,16483.0,-599.0,24268.0,24779.0,-511.0,18634.0,19357.0,-723.0,339.0,354.0,-15.0,560.0,562.0,-2.0,1,0
3515,0.0,1.0,1.0,0.0,3.890616667,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,16483.0,15884.0,599.0,24779.0,24268.0,511.0,19357.0,18634.0,723.0,354.0,339.0,15.0,562.0,560.0,2.0,0,1
3526,0.0,0.0,0.0,1.0,3.36175,0.0,13.83575,-9999.0,-9999.0,1.0,13.17326667,15858.0,15505.0,353.0,25389.0,23668.0,1721.0,19470.0,18803.0,667.0,367.0,330.0,37.0,597.0,532.0,65.0,1,0
3527,1.0,1.0,1.0,0.0,3.36175,1.0,13.83575,-9999.0,-9999.0,0.0,13.17326667,15505.0,15858.0,-353.0,23668.0,25389.0,-1721.0,18803.0,19470.0,-667.0,330.0,367.0,-37.0,532.0,597.0,-65.0,0,1
3538,1.0,0.0,0.0,1.0,6.5785,1.0,10.37973333,-9999.0,-9999.0,-9999.0,-9999.0,16086.0,15792.0,294.0,25766.0,24500.0,1266.0,18883.0,19109.0,-226.0,363.0,342.0,21.0,597.0,543.0,54.0,1,0
3539,0.0,1.0,1.0,0.0,6.5785,0.0,10.37973333,-9999.0,-9999.0,-9999.0,-9999.0,15792.0,16086.0,-294.0,24500.0,25766.0,-1266.0,19109.0,18883.0,226.0,342.0,363.0,-21.0,543.0,597.0,-54.0,0,1
3550,1.0,0.0,0.0,1.0,8.235083333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15442.0,15829.0,-387.0,24093.0,24422.0,-329.0,19338.0,19048.0,290.0,365.0,345.0,20.0,604.0,571.0,33.0,1,0
3551,0.0,1.0,1.0,0.0,8.235083333,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15829.0,15442.0,387.0,24422.0,24093.0,329.0,19048.0,19338.0,-290.0,345.0,365.0,-20.0,571.0,604.0,-33.0,0,1
3562,1.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15984.0,15167.0,817.0,24045.0,23530.0,515.0,19277.0,18593.0,684.0,363.0,345.0,18.0,572.0,571.0,1.0,1,0
3563,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,15167.0,15984.0,-817.0,23530.0,24045.0,-515.0,18593.0,19277.0,-684.0,345.0,363.0,-18.0,571.0,572.0,-1.0,0,1
3574,0.0,0.0,0.0,1.0,6.045516667,0.0,11.10475,1.0,11.48293333,0.0,9.58525,15313.0,17991.0,-2678.0,22797.0,27694.0,-4897.0,18305.0,18388.0,-83.0,324.0,339.0,-15.0,518.0,539.0,-21.0,1,0
3575,1.0,1.0,1.0,0.0,6.045516667,1.0,11.10475,0.0,11.48293333,1.0,9.58525,17991.0,15313.0,2678.0,27694.0,22797.0,4897.0,18388.0,18305.0,83.0,339.0,324.0,15.0,539.0,518.0,21.0,0,1
3586,1.0,1.0,1.0,0.0,3.029683333,0.0,12.54056667,1.0,12.87635,1.0,9.277233333,17193.0,15561.0,1632.0,26703.0,23660.0,3043.0,18201.0,17938.0,263.0,337.0,340.0,-3.0,536.0,560.0,-24.0,1,0
3587,0.0,0.0,0.0,1.0,3.029683333,1.0,12.54056667,0.0,12.87635,0.0,9.277233333,15561.0,17193.0,-1632.0,23660.0,26703.0,-3043.0,17938.0,18201.0,-263.0,340.0,337.0,3.0,560.0,536.0,24.0,0,1
3598,1.0,1.0,1.0,0.0,9.3052,0.0,11.25931667,-9999.0,-9999.0,0.0,13.3465,14956.0,15144.0,-188.0,23562.0,24741.0,-1179.0,17446.0,18059.0,-613.0,314.0,325.0,-11.0,488.0,499.0,-11.0,1,0
3599,0.0,0.0,0.0,1.0,9.3052,1.0,11.25931667,-9999.0,-9999.0,1.0,13.3465,15144.0,14956.0,188.0,24741.0,23562.0,1179.0,18059.0,17446.0,613.0,325.0,314.0,11.0,499.0,488.0,11.0,0,1
3610,1.0,1.0,1.0,0.0,3.01515,-9999.0,-9999.0,1.0,13.90416667,1.0,11.58961667,17057.0,15011.0,2046.0,27156.0,24048.0,3108.0,19417.0,18456.0,961.0,359.0,344.0,15.0,555.0,550.0,5.0,1,0
3611,0.0,0.0,0.0,1.0,3.01515,-9999.0,-9999.0,0.0,13.90416667,0.0,11.58961667,15011.0,17057.0,-2046.0,24048.0,27156.0,-3108.0,18456.0,19417.0,-961.0,344.0,359.0,-15.0,550.0,555.0,-5.0,0,1
3622,0.0,0.0,0.0,1.0,8.106883332999999,-9999.0,-9999.0,1.0,12.99291667,1.0,7.028966667000001,15565.0,14581.0,984.0,26579.0,22982.0,3597.0,17118.0,17134.0,-16.0,317.0,287.0,30.0,519.0,486.0,33.0,1,0
3623,1.0,1.0,1.0,0.0,8.106883332999999,-9999.0,-9999.0,0.0,12.99291667,0.0,7.028966667000001,14581.0,15565.0,-984.0,22982.0,26579.0,-3597.0,17134.0,17118.0,16.0,287.0,317.0,-30.0,486.0,519.0,-33.0,0,1
3634,0.0,1.0,1.0,0.0,7.314666667000001,-9999.0,-9999.0,0.0,10.58043333,0.0,12.8055,15261.0,16924.0,-1663.0,22834.0,27717.0,-4883.0,17230.0,19320.0,-2090.0,303.0,332.0,-29.0,485.0,527.0,-42.0,1,0
3635,1.0,0.0,0.0,1.0,7.314666667000001,-9999.0,-9999.0,1.0,10.58043333,1.0,12.8055,16924.0,15261.0,1663.0,27717.0,22834.0,4883.0,19320.0,17230.0,2090.0,332.0,303.0,29.0,527.0,485.0,42.0,0,1
3646,0.0,0.0,0.0,1.0,7.4612,1.0,9.897533333,-9999.0,-9999.0,0.0,10.03453333,13977.0,15681.0,-1704.0,21690.0,26006.0,-4316.0,17321.0,18767.0,-1446.0,303.0,329.0,-26.0,479.0,499.0,-20.0,1,0
