,side,gamelength,result,k,d,a,teamkills,teamdeaths,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
3118,Blue,39.15,1.0,16.0,9.0,44.0,16.0,9.0,1.0,1.0,0.0,7.951616667000001,0.408684547,0.229885057,0.638569604,1.0,16.92783333,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.87996667,0.0,14.4773,0.0,0.0,8.0,4.0,1.0,28.36853333,1.0,0.0,77416.0,1977.420179,201.0,5.1340996169999995,1.0,92.0,2.3499361430000003,22.0,25.0,0.612903226,0.234693878,71345.0,1175.15198,66855.0,0.072412778,1116.0,253.0,178.0,21.0,34.96807152,15094.0,15122.0,-28.0,23676.0,24699.0,-1023.0,19029.0,18343.0,686.0,320.0,349.0,-29.0,509.0,526.0,-17.0
3119,Red,39.15,0.0,9.0,16.0,23.0,9.0,16.0,0.0,0.0,1.0,7.951616667000001,0.229885057,0.408684547,0.638569604,0.0,16.92783333,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.87996667,1.0,14.4773,1.0,1.0,4.0,8.0,0.0,28.36853333,0.0,1.0,68534.0,1750.54917,231.0,5.900383142000001,1.0,88.0,2.247765006,52.0,60.0,0.513513514,0.353982301,65442.0,1024.372925,62183.0,-0.072412778,1170.0,228.0,163.0,17.0,35.70881226,15122.0,15094.0,28.0,24699.0,23676.0,1023.0,18343.0,19029.0,-686.0,349.0,320.0,29.0,526.0,509.0,17.0
3130,Blue,35.71666667,0.0,8.0,9.0,23.0,8.0,9.0,1.0,1.0,0.0,6.001183332999999,0.223985068,0.251983201,0.475968269,1.0,10.45903333,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.34573333,0.0,13.6223,0.0,0.0,1.0,11.0,0.0,22.57605,0.0,2.0,76323.0,2136.90154,164.0,4.591693887,1.0,43.0,1.203919739,39.0,42.0,0.38297872299999997,0.263157895,59634.0,1019.0592630000001,55605.0,-0.149861086,1153.0,165.0,130.0,5.0,36.901539899999996,15950.0,14722.0,1228.0,24470.0,24186.0,284.0,18874.0,18341.0,533.0,341.0,325.0,16.0,548.0,515.0,33.0
3131,Red,35.71666667,1.0,9.0,8.0,25.0,9.0,8.0,0.0,0.0,1.0,6.001183332999999,0.251983201,0.223985068,0.475968269,0.0,10.45903333,3.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,14.34573333,1.0,13.6223,1.0,1.0,11.0,1.0,1.0,22.57605,2.0,0.0,64498.0,1805.8236120000001,142.0,3.975734951,1.0,79.0,2.211852543,44.0,48.0,0.8,0.2625,66800.0,1219.693887,64613.0,0.149861086,956.0,265.0,144.0,49.0,34.18572095,14722.0,15950.0,-1228.0,24186.0,24470.0,-284.0,18341.0,18874.0,-533.0,325.0,341.0,-16.0,515.0,548.0,-33.0
3142,Blue,42.51666667,1.0,7.0,2.0,25.0,7.0,2.0,0.0,0.0,1.0,9.7632,0.16464131699999998,0.047040375999999995,0.211681693,1.0,15.71465,4.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,10.80983333,1.0,12.22176667,1.0,1.0,11.0,4.0,0.0,22.50888333,2.0,1.0,119687.0,2815.0607600000003,215.0,5.056840455,1.0,67.0,1.5758526069999998,39.0,39.0,0.7241379309999999,0.22727272699999998,76999.0,1166.620149,69725.0,0.081420949,1182.0,244.0,135.0,41.0,33.53978832,15135.0,14887.0,248.0,24376.0,22579.0,1797.0,19034.0,19063.0,-29.0,325.0,317.0,8.0,520.0,524.0,-4.0
3143,Red,42.51666667,0.0,2.0,7.0,4.0,2.0,7.0,1.0,1.0,0.0,9.7632,0.047040375999999995,0.16464131699999998,0.211681693,0.0,15.71465,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.80983333,0.0,12.22176667,0.0,0.0,4.0,11.0,1.0,22.50888333,1.0,2.0,61719.0,1451.642493,168.0,3.951391611,1.0,80.0,1.8816150530000002,48.0,54.0,0.603773585,0.271028037,67194.0,936.004704,64270.0,-0.081420949,1258.0,197.0,149.0,5.0,34.22187377,14887.0,15135.0,-248.0,22579.0,24376.0,-1797.0,19063.0,19034.0,29.0,317.0,325.0,-8.0,524.0,520.0,4.0
3154,Blue,64.43333333,0.0,9.0,19.0,22.0,9.0,19.0,0.0,0.0,1.0,10.52746667,0.139679255,0.294878427,0.43455768200000006,0.0,14.09731667,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,19.60745,1.0,18.78046667,1.0,1.0,9.0,8.0,1.0,21.19476667,2.0,4.0,136564.0,2119.461976,250.0,3.8799793069999997,1.0,91.0,1.412312468,71.0,80.0,0.559139785,0.201030928,110430.0,1080.4780130000001,108950.0,-0.10610669800000001,1613.0,406.0,226.0,89.0,31.33471288,15331.0,15553.0,-222.0,23933.0,24715.0,-782.0,19277.0,19645.0,-368.0,349.0,351.0,-2.0,564.0,585.0,-21.0
3155,Red,64.43333333,1.0,19.0,9.0,53.0,19.0,9.0,1.0,1.0,0.0,10.52746667,0.294878427,0.139679255,0.43455768200000006,1.0,14.09731667,3.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,19.60745,0.0,18.78046667,0.0,0.0,8.0,9.0,0.0,21.19476667,4.0,2.0,134374.0,2085.473357,287.0,4.4542162439999995,1.0,102.0,1.583031557,73.0,80.0,0.588235294,0.315151515,125625.0,1316.303156,121158.0,0.10610669800000001,2069.0,247.0,164.0,9.0,35.9441283,15553.0,15331.0,222.0,24715.0,23933.0,782.0,19645.0,19277.0,368.0,351.0,349.0,2.0,585.0,564.0,21.0
3166,Blue,31.58333333,1.0,8.0,2.0,22.0,8.0,2.0,1.0,1.0,0.0,4.728466667,0.253298153,0.063324538,0.316622691,1.0,10.7726,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,12.03241667,1.0,14.3672,1.0,1.0,11.0,0.0,1.0,20.39808333,2.0,0.0,72874.0,2307.356201,183.0,5.7941952510000005,1.0,60.0,1.8997361480000001,32.0,37.0,0.6333333329999999,0.329268293,69860.0,1556.295515,62825.0,0.287144482,1098.0,302.0,144.0,68.0,44.32717678,17400.0,15177.0,2223.0,27291.0,23072.0,4219.0,20553.0,18638.0,1915.0,384.0,353.0,31.0,620.0,560.0,60.0
3167,Red,31.58333333,0.0,2.0,8.0,3.0,2.0,8.0,0.0,0.0,1.0,4.728466667,0.063324538,0.253298153,0.316622691,0.0,10.7726,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.03241667,0.0,14.3672,0.0,0.0,0.0,11.0,0.0,20.39808333,0.0,2.0,28524.0,903.1345646,134.0,4.242744063,1.0,74.0,2.343007916,27.0,32.0,0.558139535,0.20689655199999998,48427.0,877.6781002999999,47050.0,-0.287144482,1023.0,114.0,95.0,4.0,36.0,15177.0,17400.0,-2223.0,23072.0,27291.0,-4219.0,18638.0,20553.0,-1915.0,353.0,384.0,-31.0,560.0,620.0,-60.0
3178,Blue,30.9,0.0,6.0,14.0,8.0,6.0,14.0,0.0,0.0,1.0,1.836016667,0.194174757,0.45307443399999997,0.647249191,0.0,10.88745,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999.0,-9999.0,0.0,15.26458333,0.0,0.0,0.0,10.0,0.0,27.62726667,0.0,1.0,38982.0,1261.553398,159.0,5.145631068,1.0,65.0,2.103559871,35.0,38.0,0.490196078,0.27777777800000003,51272.0,1002.6925570000001,47650.0,-0.284937867,998.0,119.0,102.0,3.0,36.14886731,15666.0,17440.0,-1774.0,23851.0,27029.0,-3178.0,18896.0,18770.0,126.0,344.0,355.0,-11.0,555.0,597.0,-42.0
3179,Red,30.9,1.0,14.0,6.0,34.0,14.0,6.0,1.0,1.0,0.0,1.836016667,0.45307443399999997,0.194174757,0.647249191,1.0,10.88745,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-9999.0,-9999.0,1.0,15.26458333,1.0,1.0,10.0,0.0,1.0,27.62726667,1.0,0.0,58954.0,1907.8964399999998,171.0,5.533980583,1.0,68.0,2.200647249,42.0,44.0,0.666666667,0.29069767399999996,68019.0,1544.666667,63483.0,0.284937867,1007.0,225.0,125.0,46.0,39.87055016,17440.0,15666.0,1774.0,27029.0,23851.0,3178.0,18770.0,18896.0,-126.0,355.0,344.0,11.0,597.0,555.0,42.0
3190,Blue,39.9,0.0,6.0,13.0,14.0,6.0,13.0,0.0,0.0,1.0,12.91238333,0.15037594,0.325814536,0.47619047600000003,1.0,13.77268333,4.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,12.94648333,0.0,13.01636667,0.0,0.0,2.0,10.0,0.0,29.67321667,0.0,1.0,63586.0,1593.634085,230.0,5.764411028,1.0,118.0,2.957393484,62.0,66.0,0.660714286,0.333333333,70259.0,1114.340852,64558.0,-0.09714976300000001,1315.0,252.0,178.0,8.0,39.27318296,15811.0,15543.0,268.0,24896.0,25658.0,-762.0,18917.0,19137.0,-220.0,359.0,365.0,-6.0,580.0,587.0,-7.0
3191,Red,39.9,1.0,13.0,6.0,28.0,13.0,6.0,1.0,1.0,0.0,12.91238333,0.325814536,0.15037594,0.47619047600000003,0.0,13.77268333,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.94648333,1.0,13.01636667,1.0,1.0,10.0,2.0,1.0,29.67321667,1.0,0.0,60282.0,1510.827068,237.0,5.939849624,1.0,114.0,2.857142857,51.0,59.0,0.582089552,0.36842105299999994,79699.0,1350.932331,71150.0,0.09714976300000001,1298.0,218.0,152.0,31.0,37.99498747,15543.0,15811.0,-268.0,25658.0,24896.0,762.0,19137.0,18917.0,220.0,365.0,359.0,6.0,587.0,580.0,7.0
3202,Blue,48.08333333,0.0,15.0,16.0,35.0,15.0,16.0,1.0,1.0,0.0,5.8715333329999995,0.311958406,0.332755633,0.6447140379999999,0.0,15.88668333,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.30538333,1.0,14.23873333,1.0,1.0,9.0,6.0,1.0,29.94076667,2.0,1.0,117565.0,2445.0259969999997,274.0,5.698440207999999,1.0,120.0,2.495667244,66.0,69.0,0.6081081079999999,0.357723577,94047.0,1315.2582320000001,89695.0,0.096865631,1393.0,275.0,188.0,24.0,34.6897747,16880.0,15541.0,1339.0,26699.0,24109.0,2590.0,20641.0,18542.0,2099.0,366.0,345.0,21.0,604.0,575.0,29.0
3203,Red,48.08333333,1.0,16.0,15.0,37.0,16.0,15.0,0.0,0.0,1.0,5.8715333329999995,0.332755633,0.311958406,0.6447140379999999,1.0,15.88668333,4.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,11.30538333,0.0,14.23873333,0.0,0.0,6.0,9.0,0.0,29.94076667,1.0,2.0,143008.0,2974.169844,252.0,5.240901213,1.0,124.0,2.5788561530000003,54.0,55.0,0.6,0.292857143,88601.0,1201.9965339999999,81408.0,-0.096865631,1413.0,272.0,194.0,10.0,35.04332756,15541.0,16880.0,-1339.0,24109.0,26699.0,-2590.0,18542.0,20641.0,-2099.0,345.0,366.0,-21.0,575.0,604.0,-29.0
3214,Blue,40.93333333,1.0,11.0,9.0,21.0,11.0,9.0,0.0,0.0,1.0,2.9976,0.268729642,0.219869707,0.48859934899999996,1.0,12.96496667,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,13.22723333,1.0,13.41331667,1.0,1.0,11.0,3.0,1.0,23.42423333,2.0,1.0,68891.0,1683.004886,193.0,4.7149837130000005,1.0,114.0,2.785016287,54.0,55.0,0.666666667,0.35766423399999997,83899.0,1403.985342,77383.0,0.061718609,1359.0,289.0,161.0,42.0,40.26058632,16651.0,16040.0,611.0,25851.0,26422.0,-571.0,19486.0,18491.0,995.0,352.0,318.0,34.0,572.0,529.0,43.0
3215,Red,40.93333333,0.0,9.0,11.0,21.0,9.0,11.0,1.0,1.0,0.0,2.9976,0.219869707,0.268729642,0.48859934899999996,0.0,12.96496667,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13.22723333,0.0,13.41331667,0.0,0.0,3.0,11.0,0.0,23.42423333,1.0,2.0,62739.0,1532.711726,247.0,6.034201953999999,1.0,83.0,2.027687296,51.0,55.0,0.538461538,0.308510638,76963.0,1234.539088,72750.0,-0.061718609,1328.0,219.0,167.0,9.0,37.79315961,16040.0,16651.0,-611.0,26422.0,25851.0,571.0,18491.0,19486.0,-995.0,318.0,352.0,-34.0,529.0,572.0,-43.0
3226,Blue,29.9,0.0,5.0,8.0,7.0,5.0,8.0,0.0,0.0,1.0,2.0984,0.16722408,0.267558528,0.434782609,0.0,10.08875,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.48916667,0.0,14.44255,0.0,0.0,2.0,7.0,0.0,29.51401667,0.0,1.0,40519.0,1355.150502,104.0,3.47826087,1.0,73.0,2.4414715719999998,27.0,31.0,0.5277777779999999,0.219512195,47310.0,924.187291,45610.0,-0.12242713699999999,944.0,129.0,106.0,5.0,35.88628763,14827.0,16098.0,-1271.0,22481.0,25061.0,-2580.0,18526.0,19152.0,-626.0,322.0,320.0,2.0,523.0,519.0,4.0
3227,Red,29.9,1.0,8.0,5.0,12.0,8.0,5.0,1.0,1.0,0.0,2.0984,0.267558528,0.16722408,0.434782609,1.0,10.08875,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,18.48916667,1.0,14.44255,1.0,1.0,7.0,2.0,1.0,29.51401667,1.0,0.0,59011.0,1973.6120399999998,182.0,6.086956522,1.0,50.0,1.6722408030000002,32.0,34.0,0.7666666670000001,0.364864865,56760.0,1240.240803,51558.0,0.12242713699999999,941.0,202.0,129.0,18.0,38.22742475,16098.0,14827.0,1271.0,25061.0,22481.0,2580.0,19152.0,18526.0,626.0,320.0,322.0,-2.0,519.0,523.0,-4.0
3238,Blue,36.31666667,1.0,22.0,9.0,59.0,22.0,9.0,1.0,1.0,0.0,4.88955,0.605782469,0.24782010100000001,0.85360257,0.0,8.037633332999999,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2084,0.0,7.571833333,0.0,0.0,10.0,5.0,1.0,30.38375,1.0,0.0,76855.0,2116.245984,164.0,4.515832951,1.0,71.0,1.955025241,43.0,48.0,0.651162791,0.253164557,72919.0,1357.921983,65788.0,0.161892165,1105.0,202.0,144.0,21.0,35.98898577,14860.0,16492.0,-1632.0,22675.0,25060.0,-2385.0,18489.0,18742.0,-253.0,312.0,316.0,-4.0,509.0,503.0,6.0
3239,Red,36.31666667,0.0,9.0,22.0,20.0,9.0,22.0,0.0,0.0,1.0,4.88955,0.24782010100000001,0.605782469,0.85360257,1.0,8.037633332999999,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,13.2084,1.0,7.571833333,1.0,1.0,5.0,10.0,0.0,30.38375,0.0,1.0,84314.0,2321.633777,161.0,4.433226251000001,1.0,55.0,1.5144561730000001,32.0,35.0,0.46153846200000004,0.19565217399999998,59013.0,975.012391,55935.0,-0.161892165,890.0,214.0,134.0,26.0,30.39926572,16492.0,14860.0,1632.0,25060.0,22675.0,2385.0,18742.0,18489.0,253.0,316.0,312.0,4.0,503.0,509.0,-6.0
3250,Blue,39.83333333,0.0,3.0,17.0,5.0,3.0,17.0,1.0,1.0,0.0,7.218466667,0.075313808,0.42677824299999995,0.50209205,0.0,20.46628333,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.52046667,1.0,15.18296667,1.0,0.0,2.0,11.0,0.0,24.07535,0.0,2.0,64078.0,1608.6527199999998,187.0,4.6945606689999995,1.0,62.0,1.556485356,59.0,63.0,0.46808510600000003,0.353982301,64514.0,973.0041841,61308.0,-0.192384238,1308.0,182.0,124.0,16.0,37.40585774,15974.0,14158.0,1816.0,23515.0,23001.0,514.0,19275.0,18093.0,1182.0,363.0,305.0,58.0,562.0,517.0,45.0
3251,Red,39.83333333,1.0,17.0,3.0,43.0,17.0,3.0,0.0,0.0,1.0,7.218466667,0.42677824299999995,0.075313808,0.50209205,1.0,20.46628333,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,17.52046667,0.0,15.18296667,0.0,1.0,11.0,2.0,1.0,24.07535,2.0,0.0,68329.0,1715.3723850000001,160.0,4.016736402,1.0,84.0,2.1087866109999998,43.0,48.0,0.662162162,0.309734513,79176.0,1341.087866,74358.0,0.192384238,1245.0,287.0,151.0,68.0,38.46025105,14158.0,15974.0,-1816.0,23001.0,23515.0,-514.0,18093.0,19275.0,-1182.0,305.0,363.0,-58.0,517.0,562.0,-45.0
3262,Blue,32.53333333,0.0,1.0,9.0,3.0,1.0,9.0,0.0,0.0,1.0,11.37041667,0.030737705,0.276639344,0.30737704899999996,0.0,13.47983333,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.59525,0.0,15.33563333,0.0,0.0,2.0,11.0,0.0,21.51208333,0.0,2.0,40015.0,1229.9692619999998,135.0,4.149590164,1.0,49.0,1.506147541,40.0,46.0,0.533333333,0.308641975,50594.0,900.7868852,54333.0,-0.12447574199999999,991.0,134.0,111.0,0.0,34.57991803,14715.0,15588.0,-873.0,21844.0,24188.0,-2344.0,18472.0,19703.0,-1231.0,322.0,360.0,-38.0,496.0,583.0,-87.0
3263,Red,32.53333333,1.0,9.0,1.0,27.0,9.0,1.0,1.0,1.0,0.0,11.37041667,0.276639344,0.030737705,0.30737704899999996,1.0,13.47983333,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.59525,1.0,15.33563333,1.0,1.0,11.0,2.0,1.0,21.51208333,2.0,0.0,55396.0,1702.745902,126.0,3.87295082,1.0,67.0,2.05942623,37.0,42.0,0.7307692309999999,0.34939759,69189.0,1472.354508,61545.0,0.12447574199999999,1132.0,251.0,143.0,60.0,42.510245899999994,15588.0,14715.0,873.0,24188.0,21844.0,2344.0,19703.0,18472.0,1231.0,360.0,322.0,38.0,583.0,496.0,87.0
3274,Blue,52.48333333,0.0,14.0,10.0,28.0,14.0,10.0,1.0,1.0,0.0,6.7255,0.26675135,0.19053667800000001,0.45728802799999996,1.0,11.4841,4.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,16.3891,1.0,14.22625,1.0,1.0,7.0,7.0,1.0,32.90075,1.0,2.0,109031.0,2077.440457,226.0,4.30612893,1.0,107.0,2.038742458,59.0,63.0,0.659574468,0.30405405399999996,97363.0,1216.866307,91798.0,0.123958098,1692.0,339.0,193.0,32.0,38.69799936,16121.0,15221.0,900.0,25246.0,23206.0,2040.0,20392.0,19114.0,1278.0,359.0,312.0,47.0,546.0,502.0,44.0
3275,Red,52.48333333,1.0,10.0,14.0,24.0,10.0,14.0,0.0,0.0,1.0,6.7255,0.19053667800000001,0.26675135,0.45728802799999996,0.0,11.4841,1.0,4.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.3891,0.0,14.22625,0.0,0.0,7.0,7.0,0.0,32.90075,2.0,1.0,128475.0,2447.919975,242.0,4.610987615,1.0,82.0,1.5624007619999998,71.0,78.0,0.49350649399999996,0.29333333300000003,90825.0,1092.293426,81083.0,-0.123958098,1469.0,271.0,209.0,15.0,33.15338203,15221.0,16121.0,-900.0,23206.0,25246.0,-2040.0,19114.0,20392.0,-1278.0,312.0,359.0,-47.0,502.0,546.0,-44.0
3286,Blue,39.55,1.0,13.0,9.0,36.0,13.0,9.0,0.0,0.0,1.0,4.399383333,0.32869785100000004,0.227560051,0.556257901,1.0,4.682566667,4.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,16.04958333,1.0,12.93041667,0.0,1.0,10.0,4.0,1.0,29.0525,1.0,1.0,83338.0,2107.155499,175.0,4.424778761000001,1.0,53.0,1.3400758529999999,51.0,52.0,0.648648649,0.245762712,74423.0,1234.902655,65275.0,0.002561684,1137.0,245.0,167.0,25.0,34.94310999,15176.0,16324.0,-1148.0,24314.0,24109.0,205.0,19117.0,18942.0,175.0,350.0,327.0,23.0,561.0,502.0,59.0
3287,Red,39.55,0.0,9.0,13.0,20.0,9.0,13.0,1.0,1.0,0.0,4.399383333,0.227560051,0.32869785100000004,0.556257901,0.0,4.682566667,1.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.04958333,0.0,12.93041667,1.0,0.0,4.0,10.0,0.0,29.0525,1.0,1.0,82151.0,2077.142857,155.0,3.91908976,1.0,58.0,1.466498104,36.0,40.0,0.563636364,0.225,68426.0,1083.271808,65108.0,-0.002561684,1153.0,211.0,165.0,4.0,34.48798989,16324.0,15176.0,1148.0,24109.0,24314.0,-205.0,18942.0,19117.0,-175.0,327.0,350.0,-23.0,502.0,561.0,-59.0
3298,Blue,35.96666667,1.0,12.0,5.0,33.0,12.0,5.0,0.0,0.0,1.0,12.6262,0.333642261,0.13901760900000001,0.47265987,1.0,12.31601667,3.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,18.16316667,1.0,10.97031667,1.0,1.0,10.0,1.0,1.0,28.62256667,1.0,0.0,72485.0,2015.3382760000002,171.0,4.754402224,1.0,68.0,1.890639481,38.0,40.0,0.607843137,0.314606742,68733.0,1260.706209,59550.0,0.139008621,1117.0,220.0,137.0,25.0,37.17330862,15374.0,15398.0,-24.0,24179.0,23057.0,1122.0,19968.0,19398.0,570.0,361.0,366.0,-5.0,552.0,543.0,9.0
3299,Red,35.96666667,0.0,5.0,12.0,12.0,5.0,12.0,1.0,1.0,0.0,12.6262,0.13901760900000001,0.333642261,0.47265987,0.0,12.31601667,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.16316667,0.0,10.97031667,0.0,0.0,1.0,10.0,0.0,28.62256667,0.0,1.0,56211.0,1562.863763,159.0,4.420759963,1.0,76.0,2.113067655,43.0,44.0,0.659090909,0.333333333,54525.0,865.6737720000001,51810.0,-0.139008621,1035.0,180.0,138.0,0.0,33.78127896,15398.0,15374.0,24.0,23057.0,24179.0,-1122.0,19398.0,19968.0,-570.0,366.0,361.0,5.0,543.0,552.0,-9.0
3310,Blue,48.2,0.0,8.0,8.0,22.0,8.0,8.0,0.0,0.0,1.0,5.4208,0.165975104,0.165975104,0.331950207,0.0,15.49185,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.99786667,0.0,14.4055,0.0,0.0,7.0,11.0,1.0,33.38348333,1.0,1.0,92955.0,1928.526971,231.0,4.79253112,1.0,116.0,2.406639004,55.0,61.0,0.739130435,0.28688524600000004,83594.0,1093.726141,81305.0,0.07271916099999999,1472.0,271.0,175.0,27.0,36.16182573,15838.0,16120.0,-282.0,23461.0,24132.0,-671.0,19331.0,20360.0,-1029.0,366.0,362.0,4.0,579.0,536.0,43.0
3311,Red,48.2,1.0,8.0,8.0,28.0,8.0,8.0,1.0,1.0,0.0,5.4208,0.165975104,0.165975104,0.331950207,1.0,15.49185,3.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,11.99786667,1.0,14.4055,1.0,1.0,11.0,7.0,0.0,33.38348333,1.0,1.0,90001.0,1867.2406640000002,246.0,5.10373444,1.0,109.0,2.261410788,61.0,65.0,0.590163934,0.380952381,83343.0,1088.5186720000002,75600.0,-0.07271916099999999,1402.0,257.0,181.0,10.0,34.41908714,16120.0,15838.0,282.0,24132.0,23461.0,671.0,20360.0,19331.0,1029.0,362.0,366.0,-4.0,536.0,579.0,-43.0
3322,Blue,27.56666667,0.0,3.0,17.0,8.0,3.0,17.0,0.0,0.0,1.0,7.286416667,0.10882708599999999,0.61668682,0.725513906,0.0,10.10858333,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4992,0.0,13.51588333,0.0,0.0,0.0,9.0,0.0,24.80576667,0.0,1.0,41988.0,1523.143894,116.0,4.207980653,1.0,29.0,1.051995163,20.0,24.0,0.37142857100000004,0.22535211300000002,41511.0,843.8524787999999,39050.0,-0.324627546,787.0,126.0,103.0,0.0,33.11970979,14930.0,15920.0,-990.0,22152.0,29198.0,-7046.0,19245.0,19902.0,-657.0,332.0,351.0,-19.0,477.0,551.0,-74.0
3323,Red,27.56666667,1.0,17.0,3.0,38.0,17.0,3.0,1.0,1.0,0.0,7.286416667,0.61668682,0.10882708599999999,0.725513906,1.0,10.10858333,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,18.4992,1.0,13.51588333,1.0,1.0,9.0,0.0,1.0,24.80576667,1.0,0.0,52990.0,1922.249093,106.0,3.8452237,1.0,59.0,2.140266022,30.0,38.0,0.791666667,0.352941176,59446.0,1494.457074,54183.0,0.324627546,877.0,239.0,136.0,34.0,40.48367594,15920.0,14930.0,990.0,29198.0,22152.0,7046.0,19902.0,19245.0,657.0,351.0,332.0,19.0,551.0,477.0,74.0
3334,Blue,32.51666667,1.0,8.0,0.0,19.0,8.0,0.0,1.0,1.0,0.0,4.152416667,0.246027678,0.0,0.246027678,1.0,15.4428,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,12.02236667,1.0,12.77233333,1.0,1.0,10.0,2.0,1.0,27.25941667,1.0,0.0,43753.0,1345.556125,161.0,4.951307022,1.0,51.0,1.568426448,37.0,38.0,0.6875,0.225,67004.0,1406.22655,58683.0,0.161118067,1123.0,249.0,143.0,29.0,42.1937468,17094.0,15194.0,1900.0,27598.0,22529.0,5069.0,19794.0,18936.0,858.0,374.0,338.0,36.0,606.0,532.0,74.0
3335,Red,32.51666667,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,1.0,4.152416667,0.0,0.246027678,0.246027678,0.0,15.4428,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.02236667,0.0,12.77233333,0.0,0.0,2.0,10.0,0.0,27.25941667,0.0,1.0,31389.0,965.3203484999999,128.0,3.93644285,1.0,61.0,1.875961046,41.0,44.0,0.522727273,0.23809523800000001,51412.0,926.7186058,49933.0,-0.161118067,1069.0,151.0,134.0,0.0,37.51922091,15194.0,17094.0,-1900.0,22529.0,27598.0,-5069.0,18936.0,19794.0,-858.0,338.0,374.0,-36.0,532.0,606.0,-74.0
